"m"	"Vm"
5811	2
5812	3
5813	6
5814	3
5815	5
5816	5
5817	3
5818	4
5819	3
5820	5
5821	2
5822	1
5823	1
5824	1
5825	3
5826	3
5827	2
5828	5
5829	5
5830	4
5831	6
5832	5
5833	2
5834	3
5835	2
5836	2
5837	2
5838	4
5839	4
5840	4
5841	1
5842	3
5843	3
5845	2
5846	4
5847	2
5848	3
5849	6
5850	1
5851	3
5852	3
5853	2
5854	3
5855	5
5856	3
5857	3
5858	8
5859	2
5860	5
5861	2
5862	5
5865	2
5867	2
5868	2
5869	2
5870	2
5871	4
5873	3
5874	3
5875	5
5876	3
5877	2
5879	2
5880	2
5881	4
5882	4
5883	2
5884	3
5885	1
5886	3
5887	1
5888	1
5889	2
5890	4
5892	4
5893	5
5894	2
5895	6
5896	1
5897	2
5898	3
5899	4
5901	1
5902	3
5903	2
5904	2
5906	2
5907	5
5908	3
5909	3
5910	1
5911	5
5912	5
5913	3
5914	1
5915	2
5916	2
5917	4
5918	2
5920	3
5921	6
5922	3
5923	3
5924	1
5925	2
5926	3
5927	5
5928	2
5929	6
5930	1
5931	6
5932	6
5933	2
5934	2
5935	2
5936	5
5937	2
5938	4
5939	3
5940	3
5941	5
5942	5
5943	3
5944	3
5945	3
5946	2
5947	2
5948	6
5949	1
5950	9
5951	2
5952	4
5954	2
5955	3
5956	5
5957	3
5958	1
5959	2
5960	2
5961	3
5962	2
5963	1
5964	3
5965	3
5966	5
5967	4
5968	3
5969	2
5970	4
5971	6
5972	5
5973	2
5974	3
5975	3
5976	3
5977	2
5978	5
5979	2
5980	3
5981	4
5982	3
5983	1
5984	1
5985	4
5986	3
5987	2
5988	5
5990	3
5991	2
5992	4
5993	2
5994	6
5995	5
5996	5
5997	2
5998	1
6000	4
6001	3
6002	3
6003	3
6004	6
6005	4
6006	3
6007	1
6008	2
6009	4
6010	6
6011	5
6012	3
6013	4
6014	3
6015	2
6016	4
6017	4
6018	4
6019	2
6020	5
6021	1
6022	6
6023	3
6024	2
6025	4
6026	1
6027	3
6028	4
6029	4
6030	4
6031	3
6032	2
6033	1
6034	1
6036	2
6037	4
6038	6
6039	2
6040	5
6041	3
6042	4
6043	5
6044	2
6045	3
6046	2
6047	6
6048	2
6049	3
6050	2
6051	3
6052	1
6053	5
6054	5
6055	6
6056	2
6057	3
6058	4
6059	2
6060	3
6061	2
6062	4
6063	2
6064	5
6065	3
6066	3
6067	5
6068	1
6069	4
6070	3
6072	3
6073	4
6074	4
6075	3
6076	2
6077	3
6078	1
6079	3
6080	4
6081	3
6082	4
6084	1
6085	3
6086	1
6087	3
6088	3
6089	2
6090	2
6091	4
6092	4
6093	3
6094	3
6095	1
6096	2
6097	2
6098	5
6099	6
6101	2
6102	2
6103	1
6104	7
6105	4
6106	5
6107	4
6108	2
6109	4
6110	6
6114	2
6115	6
6116	1
6117	4
6118	2
6119	5
6120	2
6121	5
6123	3
6125	3
6126	2
6127	2
6128	3
6129	3
6130	3
6131	2
6132	3
6133	4
6134	4
6135	6
6136	2
6137	2
6138	2
6139	5
6140	1
6141	3
6142	3
6144	2
6145	1
6146	1
6147	4
6148	3
6149	5
6150	4
6151	3
6152	1
6153	3
6154	2
6155	7
6156	2
6157	1
6158	2
6159	2
6160	2
6161	1
6162	4
6163	2
6164	4
6165	4
6167	1
6168	2
6169	1
6170	5
6171	2
6172	1
6173	4
6174	3
6175	2
6176	2
6177	2
6178	1
6179	2
6180	4
6181	3
6182	3
6183	3
6184	3
6185	2
6186	3
6187	3
6188	4
6189	4
6190	1
6191	2
6192	2
6193	4
6194	2
6195	1
6196	6
6197	2
6199	4
6200	1
6201	3
6202	2
6203	3
6204	4
6205	2
6206	4
6207	4
6208	4
6209	1
6210	5
6211	1
6212	3
6213	5
6214	4
6215	4
6216	1
6217	2
6218	2
6219	3
6220	4
6221	3
6222	5
6224	4
6225	3
6227	3
6228	3
6229	1
6230	3
6231	4
6232	5
6233	1
6234	4
6235	4
6236	1
6237	4
6238	4
6239	3
6240	2
6241	2
6242	3
6243	3
6245	4
6246	2
6247	3
6248	4
6249	5
6250	10
6251	5
6252	2
6253	1
6254	3
6255	2
6256	2
6257	1
6259	4
6260	5
6262	4
6263	2
6264	3
6265	5
6266	2
6267	3
6269	4
6270	3
6271	2
6272	1
6273	2
6274	5
6275	1
6276	2
6277	2
6278	2
6279	2
6280	1
6281	4
6283	2
6284	2
6285	4
6286	1
6287	1
6288	4
6289	5
6290	4
6291	3
6292	4
6293	3
6294	5
6295	3
6296	1
6297	1
6298	5
6299	3
6300	3
6302	2
6303	1
6305	4
6306	5
6307	2
6308	2
6309	1
6310	1
6311	4
6312	2
6313	5
6314	1
6316	3
6317	3
6318	2
6319	4
6320	3
6321	3
6323	2
6324	2
6325	3
6326	3
6327	3
6328	2
6329	4
6330	3
6331	2
6332	1
6333	4
6334	3
6335	2
6336	3
6337	3
6338	1
6339	6
6340	3
6341	5
6342	2
6344	3
6345	1
6346	1
6347	7
6348	2
6349	5
6350	4
6351	2
6352	2
6353	4
6354	2
6356	3
6357	2
6358	4
6360	1
6361	2
6362	5
6363	1
6364	1
6365	3
6366	1
6367	7
6368	1
6369	1
6370	2
6371	2
6372	2
6373	4
6374	6
6375	6
6376	3
6377	3
6378	1
6379	4
6380	7
6381	3
6382	4
6383	2
6384	2
6385	6
6386	1
6387	1
6388	1
6389	2
6390	1
6391	4
6392	3
6393	5
6394	3
6395	4
6397	2
6398	2
6399	2
6400	1
6401	6
6402	5
6403	2
6404	1
6405	2
6406	3
6407	3
6408	5
6409	1
6410	3
6411	3
6412	5
6413	4
6414	4
6415	5
6416	2
6417	4
6418	2
6420	2
6421	5
6422	2
6423	4
6424	1
6425	3
6427	3
6428	3
6429	3
6430	3
6432	2
6433	3
6434	1
6435	3
6436	4
6437	4
6438	1
6439	2
6440	1
6441	3
6442	2
6443	2
6444	4
6445	3
6446	1
6447	3
6449	1
6450	3
6451	1
6452	5
6453	7
6454	1
6456	2
6457	2
6458	2
6459	3
6460	2
6461	3
6462	1
6463	3
6464	5
6465	5
6466	1
6467	4
6468	1
6469	2
6470	1
6471	2
6472	3
6473	1
6474	4
6476	2
6477	2
6478	2
6479	1
6480	6
6481	4
6482	3
6483	4
6484	3
6485	6
6486	2
6487	2
6488	1
6489	3
6490	2
6491	2
6492	2
6493	2
6496	5
6497	1
6498	3
6499	5
6500	2
6501	3
6502	1
6503	3
6506	2
6508	2
6509	6
6510	2
6511	2
6512	4
6513	1
6514	6
6515	3
6517	3
6518	6
6519	2
6520	1
6521	2
6522	1
6523	3
6524	5
6525	1
6526	2
6527	4
6528	1
6529	1
6530	1
6531	3
6532	4
6533	1
6534	5
6536	6
6537	2
6538	4
6539	2
6540	8
6541	4
6542	2
6543	2
6544	6
6545	1
6546	4
6548	6
6549	2
6550	1
6551	2
6552	4
6553	4
6554	6
6555	3
6556	1
6558	1
6559	3
6560	3
6562	1
6563	3
6564	1
6565	5
6566	1
6567	2
6568	6
6569	1
6570	3
6571	2
6572	3
6573	4
6574	4
6575	1
6576	4
6577	5
6579	3
6580	3
6582	1
6583	3
6584	5
6585	1
6586	4
6587	1
6588	2
6589	4
6590	3
6591	3
6592	1
6593	4
6594	3
6595	3
6596	1
6597	1
6598	3
6599	2
6600	2
6601	3
6602	3
6603	3
6604	5
6605	6
6606	1
6607	2
6608	1
6609	3
6610	6
6611	1
6612	4
6613	1
6614	2
6615	2
6616	2
6618	6
6619	2
6620	3
6621	6
6623	2
6624	5
6625	1
6626	2
6627	3
6628	2
6629	1
6630	3
6631	4
6633	4
6634	3
6636	3
6637	3
6638	1
6639	1
6640	3
6641	4
6642	2
6643	3
6644	2
6645	2
6647	5
6648	3
6649	3
6650	4
6652	1
6653	4
6654	4
6655	6
6656	4
6657	3
6658	4
6659	1
6660	1
6661	1
6662	1
6663	1
6664	2
6665	1
6666	2
6667	3
6668	3
6669	2
6670	2
6671	4
6672	2
6673	2
6674	1
6675	3
6676	4
6677	1
6678	5
6679	2
6680	8
6681	3
6682	2
6683	5
6686	1
6687	3
6688	2
6690	3
6691	3
6692	2
6693	1
6694	4
6695	3
6696	2
6697	5
6698	1
6699	2
6700	1
6701	4
6702	2
6703	2
6704	1
6705	1
6706	2
6707	3
6708	3
6709	5
6710	2
6711	3
6712	2
6713	2
6714	4
6715	4
6716	3
6717	2
6718	5
6719	4
6720	1
6722	2
6723	2
6724	4
6725	2
6726	2
6727	1
6728	2
6729	2
6730	1
6731	2
6732	2
6733	1
6734	1
6735	1
6736	2
6737	1
6738	3
6739	1
6740	3
6741	2
6742	1
6743	4
6744	1
6745	2
6746	5
6747	2
6748	4
6749	4
6750	5
6752	5
6754	2
6755	6
6756	1
6757	2
6758	3
6760	1
6761	6
6762	4
6763	3
6764	3
6765	2
6766	1
6768	3
6770	7
6772	2
6773	5
6774	2
6775	5
6776	4
6778	2
6779	3
6780	2
6781	2
6782	4
6783	2
6785	1
6786	3
6787	1
6788	1
6789	2
6791	3
6792	2
6793	1
6794	2
6795	2
6796	2
6797	3
6798	3
6799	6
6800	3
6801	2
6803	3
6804	4
6805	4
6806	2
6807	2
6808	1
6809	5
6812	2
6813	1
6815	2
6816	3
6817	4
6818	2
6819	1
6821	2
6822	3
6823	2
6824	1
6825	2
6826	3
6827	2
6828	2
6829	3
6830	4
6832	1
6833	2
6834	2
6835	1
6836	3
6838	8
6839	2
6840	5
6841	5
6842	1
6843	4
6844	2
6845	1
6846	1
6847	3
6848	3
6849	5
6850	7
6851	2
6852	5
6853	1
6854	3
6855	2
6856	1
6857	2
6858	4
6859	1
6860	5
6862	2
6863	1
6864	5
6865	4
6866	2
6867	4
6868	2
6871	1
6872	5
6873	6
6874	1
6875	2
6876	2
6877	1
6878	1
6879	3
6880	1
6882	4
6883	2
6884	3
6885	3
6886	2
6887	1
6888	1
6889	1
6890	2
6891	3
6892	4
6893	3
6894	1
6895	4
6896	1
6897	1
6900	3
6901	2
6902	3
6904	4
6905	3
6906	4
6907	3
6909	2
6910	2
6911	5
6912	1
6913	1
6914	4
6915	2
6916	1
6917	2
6918	1
6919	2
6920	5
6921	3
6922	2
6923	1
6924	1
6925	2
6926	2
6927	3
6928	3
6929	3
6930	7
6931	4
6932	1
6933	1
6935	2
6937	1
6938	2
6939	2
6941	1
6942	2
6943	1
6944	1
6945	2
6946	2
6947	3
6948	3
6949	2
6950	2
6951	4
6952	5
6954	2
6955	2
6957	3
6958	5
6959	2
6960	1
6961	1
6962	4
6963	2
6965	3
6966	2
6967	3
6968	2
6969	1
6971	3
6972	3
6973	4
6974	2
6975	4
6976	2
6977	4
6978	3
6979	1
6980	4
6981	3
6982	3
6983	2
6984	2
6985	1
6987	2
6988	5
6989	2
6990	4
6991	1
6993	1
6994	4
6995	1
6996	2
6997	5
6998	3
6999	2
7000	2
7001	4
7002	2
7003	4
7005	3
7006	1
7007	1
7008	3
7009	4
7010	3
7012	3
7013	1
7014	2
7015	2
7016	1
7017	2
7018	3
7019	1
7021	1
7022	5
7023	5
7024	3
7025	4
7026	3
7027	3
7028	3
7030	1
7032	1
7033	6
7035	2
7036	3
7037	2
7038	2
7039	2
7040	3
7042	1
7043	4
7044	3
7045	1
7046	2
7048	2
7049	8
7051	2
7052	3
7053	3
7054	4
7055	1
7056	2
7057	2
7058	7
7059	2
7061	1
7062	2
7064	4
7065	1
7066	2
7067	2
7068	4
7069	3
7070	5
7071	3
7072	1
7073	3
7074	1
7075	4
7076	2
7077	2
7078	2
7079	2
7080	1
7081	1
7082	3
7083	3
7084	3
7085	2
7086	4
7087	4
7088	6
7089	2
7090	4
7091	2
7092	2
7093	1
7094	3
7095	3
7096	4
7097	3
7098	3
7099	1
7100	4
7101	5
7102	5
7103	3
7104	1
7106	2
7107	3
7108	2
7109	3
7110	1
7111	3
7112	2
7113	2
7114	6
7115	3
7116	1
7117	1
7118	3
7120	1
7121	3
7122	2
7123	2
7124	2
7125	2
7126	4
7127	2
7128	2
7129	3
7130	1
7131	1
7132	4
7133	1
7136	1
7137	4
7138	2
7140	1
7141	1
7142	1
7143	1
7144	1
7145	1
7147	4
7148	7
7149	1
7150	1
7151	3
7152	3
7153	2
7154	2
7156	4
7158	6
7160	1
7161	1
7162	3
7163	3
7164	1
7166	4
7167	4
7168	2
7169	3
7170	3
7171	3
7172	3
7173	1
7174	2
7175	1
7176	3
7177	1
7178	4
7179	5
7180	1
7181	3
7182	2
7183	2
7184	2
7185	2
7186	1
7187	3
7188	2
7189	5
7190	4
7191	1
7192	4
7193	2
7194	1
7195	1
7196	1
7198	2
7199	3
7200	4
7202	3
7203	4
7204	2
7205	1
7207	3
7208	2
7209	1
7210	1
7211	2
7212	3
7213	2
7214	3
7215	2
7216	2
7217	2
7218	2
7219	2
7220	1
7221	5
7222	1
7224	4
7226	5
7227	1
7228	1
7229	1
7230	2
7231	4
7232	1
7233	2
7234	3
7236	1
7237	1
7238	1
7239	1
7241	2
7242	3
7243	2
7244	4
7245	1
7246	3
7247	2
7248	1
7249	1
7251	2
7252	1
7253	2
7254	2
7255	2
7256	1
7257	4
7258	1
7259	1
7260	3
7261	1
7262	1
7265	2
7266	5
7267	1
7268	1
7269	4
7270	1
7271	1
7272	2
7273	2
7274	4
7275	1
7276	1
7277	5
7278	4
7279	3
7280	2
7282	3
7284	5
7285	2
7286	2
7287	4
7288	1
7289	1
7290	2
7291	1
7292	4
7293	2
7294	5
7295	3
7296	2
7297	1
7298	6
7299	1
7300	3
7301	3
7302	1
7303	4
7304	3
7305	1
7306	1
7307	3
7308	2
7309	2
7310	1
7311	1
7312	2
7313	5
7314	1
7315	2
7316	1
7317	1
7319	3
7320	1
7321	1
7322	1
7324	2
7325	4
7326	1
7327	1
7328	1
7329	2
7330	3
7331	3
7332	2
7333	1
7334	2
7335	3
7337	1
7338	4
7339	7
7341	1
7342	5
7343	1
7344	4
7346	1
7347	2
7348	2
7350	1
7351	1
7352	3
7353	3
7355	1
7357	5
7358	4
7359	1
7360	2
7361	3
7362	1
7363	3
7365	1
7366	2
7367	3
7368	1
7369	2
7370	3
7371	2
7372	2
7373	3
7374	2
7375	1
7376	4
7377	2
7378	2
7379	2
7380	5
7381	1
7382	1
7383	2
7384	3
7385	1
7386	1
7387	1
7389	3
7390	1
7391	2
7392	8
7394	2
7396	1
7397	1
7398	1
7400	3
7404	3
7405	6
7406	2
7407	2
7408	4
7409	3
7410	4
7412	1
7414	4
7415	1
7416	2
7417	4
7418	2
7419	3
7420	6
7421	2
7422	5
7424	1
7425	1
7426	2
7427	2
7428	2
7429	1
7430	3
7431	2
7432	2
7433	2
7435	1
7437	3
7439	4
7441	4
7442	2
7445	1
7446	1
7447	1
7448	2
7449	1
7450	4
7451	3
7453	1
7454	2
7455	1
7456	3
7457	1
7458	2
7459	2
7460	2
7461	2
7462	1
7463	2
7464	1
7465	3
7466	2
7467	1
7468	4
7469	1
7470	2
7471	4
7472	5
7473	3
7474	1
7475	3
7476	3
7477	1
7478	1
7480	3
7481	2
7482	1
7484	1
7485	3
7486	2
7487	2
7488	3
7489	2
7490	5
7491	2
7492	2
7493	4
7494	3
7495	1
7496	1
7497	1
7498	4
7499	2
7500	1
7501	1
7503	3
7504	3
7505	2
7506	1
7507	1
7508	2
7510	1
7511	1
7512	1
7514	3
7515	5
7516	2
7517	1
7518	1
7519	1
7520	2
7522	2
7523	2
7524	1
7525	1
7526	3
7527	3
7528	3
7529	2
7530	3
7531	1
7532	2
7534	4
7535	5
7536	4
7537	1
7538	2
7539	1
7540	8
7541	2
7542	3
7543	3
7544	1
7545	2
7546	2
7547	4
7548	5
7549	3
7550	2
7551	1
7552	2
7554	1
7555	1
7556	1
7557	1
7558	2
7559	3
7560	3
7561	3
7562	2
7563	1
7564	4
7565	2
7566	2
7567	1
7569	5
7570	3
7571	2
7572	2
7576	2
7578	2
7579	2
7580	2
7581	2
7582	2
7584	3
7585	2
7586	1
7587	3
7588	5
7589	1
7591	1
7592	4
7593	3
7594	3
7595	2
7596	1
7598	1
7599	2
7600	2
7601	2
7602	3
7603	3
7604	2
7605	5
7606	1
7607	3
7608	1
7609	3
7610	2
7611	3
7612	1
7613	2
7614	1
7615	1
7616	2
7618	2
7619	3
7620	2
7621	2
7622	2
7623	2
7624	5
7627	1
7628	1
7630	1
7631	2
7632	1
7633	2
7634	3
7635	4
7636	6
7638	1
7639	3
7640	3
7641	1
7642	1
7643	1
7644	1
7646	2
7647	1
7650	5
7651	1
7652	2
7654	1
7655	2
7656	1
7657	1
7658	1
7659	2
7661	2
7662	1
7663	2
7665	2
7666	1
7667	2
7668	1
7669	3
7670	2
7671	2
7672	2
7673	4
7675	3
7676	1
7677	4
7678	2
7679	1
7680	2
7681	2
7682	1
7684	1
7685	2
7686	2
7687	2
7688	2
7689	1
7690	4
7691	3
7692	1
7693	1
7695	4
7697	2
7698	2
7699	2
7702	2
7704	1
7706	1
7707	1
7710	4
7711	2
7712	3
7713	2
7714	2
7717	2
7719	1
7720	1
7721	1
7722	1
7723	1
7725	2
7726	1
7727	1
7728	2
7729	7
7734	3
7735	1
7736	1
7737	5
7738	2
7740	2
7741	4
7742	1
7743	1
7744	2
7745	3
7747	2
7748	1
7749	2
7751	3
7754	1
7755	3
7756	3
7757	2
7758	1
7759	2
7761	1
7762	1
7763	1
7764	1
7765	1
7766	2
7767	3
7768	3
7769	2
7770	1
7772	2
7773	3
7774	3
7775	1
7777	4
7778	3
7779	2
7780	1
7781	1
7782	2
7783	1
7785	1
7786	1
7788	1
7789	3
7790	2
7791	1
7792	4
7796	1
7797	1
7798	1
7799	4
7801	1
7802	2
7803	1
7804	5
7806	2
7807	1
7808	2
7809	1
7810	5
7811	3
7812	1
7813	1
7814	1
7815	3
7816	1
7818	4
7819	5
7820	1
7821	2
7822	2
7823	3
7824	5
7825	2
7827	4
7828	1
7829	1
7830	2
7831	2
7832	2
7833	2
7834	3
7835	1
7836	6
7838	4
7839	2
7840	1
7841	2
7842	1
7843	2
7844	2
7845	1
7846	5
7847	3
7848	1
7849	2
7850	4
7851	2
7852	1
7853	2
7854	4
7855	1
7857	1
7858	4
7859	1
7860	1
7861	3
7862	3
7863	2
7864	2
7865	4
7866	2
7867	2
7868	3
7869	1
7870	1
7871	1
7872	2
7873	1
7874	3
7875	1
7877	4
7878	3
7881	2
7882	2
7884	2
7885	1
7886	5
7887	4
7888	1
7889	1
7891	1
7893	3
7894	2
7895	2
7896	1
7897	5
7898	2
7900	2
7901	1
7903	1
7904	1
7906	3
7907	2
7909	2
7910	4
7911	2
7912	2
7913	1
7914	1
7915	2
7916	3
7917	1
7918	5
7919	3
7920	3
7921	4
7922	2
7925	1
7926	1
7927	3
7928	3
7929	2
7930	1
7931	3
7932	5
7934	1
7935	1
7936	1
7937	3
7939	2
7941	4
7942	1
7943	4
7944	2
7946	1
7948	1
7949	5
7950	1
7951	3
7953	1
7954	1
7955	2
7956	1
7958	2
7959	1
7960	2
7961	2
7963	1
7964	3
7965	2
7968	2
7969	1
7970	2
7971	3
7972	1
7975	3
7976	2
7978	1
7979	2
7980	1
7982	2
7983	2
7984	1
7985	3
7986	3
7987	2
7988	2
7991	2
7992	1
7993	1
7994	3
7995	1
7996	1
7997	2
7998	5
7999	1
8001	5
8002	2
8003	2
8004	5
8005	6
8006	4
8007	1
8008	2
8009	2
8010	1
8011	1
8012	1
8013	1
8014	5
8015	2
8016	2
8017	1
8018	1
8019	1
8021	3
8022	2
8023	5
8024	2
8025	4
8026	3
8027	4
8028	1
8030	1
8031	2
8032	3
8033	3
8034	3
8035	2
8036	2
8037	2
8038	1
8039	3
8040	1
8041	2
8042	1
8043	2
8044	2
8046	1
8047	3
8048	3
8049	2
8051	1
8053	1
8054	3
8055	4
8058	1
8059	2
8060	1
8061	2
8062	3
8063	3
8064	1
8065	1
8066	1
8067	3
8068	1
8070	3
8071	1
8072	1
8073	1
8074	1
8076	3
8077	2
8078	2
8079	1
8080	3
8081	1
8082	1
8083	1
8086	1
8089	1
8090	3
8091	2
8093	1
8094	2
8095	1
8096	1
8098	1
8099	4
8100	2
8101	1
8102	2
8103	1
8104	1
8106	1
8107	2
8109	1
8110	1
8111	2
8112	2
8113	2
8114	2
8115	1
8116	2
8117	1
8118	2
8119	2
8120	3
8121	2
8122	2
8123	1
8124	3
8125	5
8127	1
8128	1
8129	2
8130	1
8131	1
8132	2
8133	1
8135	1
8136	2
8137	3
8138	2
8139	4
8140	2
8141	1
8142	5
8143	3
8145	3
8146	3
8147	2
8148	1
8149	1
8150	1
8151	6
8153	1
8154	2
8155	2
8156	1
8157	4
8159	2
8160	1
8161	4
8162	1
8164	1
8165	2
8166	1
8167	2
8168	1
8169	2
8170	2
8171	4
8172	1
8174	1
8175	2
8176	2
8177	2
8178	4
8179	1
8182	2
8184	2
8185	1
8186	2
8187	4
8188	2
8189	2
8190	2
8191	2
8192	2
8193	1
8194	1
8195	1
8196	1
8197	2
8199	2
8200	3
8201	1
8204	3
8205	1
8206	1
8207	2
8208	3
8211	1
8212	1
8213	3
8214	3
8215	4
8216	2
8217	2
8220	1
8221	5
8222	3
8223	1
8224	2
8225	2
8226	2
8227	4
8228	2
8231	1
8232	1
8233	2
8234	3
8235	2
8236	1
8237	2
8238	2
8239	2
8240	2
8242	1
8243	5
8244	1
8245	5
8248	1
8249	1
8250	1
8253	2
8255	4
8257	2
8258	4
8259	4
8260	1
8261	1
8262	2
8263	2
8265	2
8266	1
8268	7
8269	2
8270	1
8271	1
8272	1
8274	2
8276	4
8278	5
8280	1
8281	1
8282	2
8283	2
8284	3
8285	1
8287	1
8288	1
8289	2
8290	1
8292	1
8293	1
8294	1
8295	2
8296	1
8297	1
8298	1
8299	1
8300	1
8302	1
8303	4
8304	1
8305	1
8307	2
8308	1
8309	1
8310	3
8312	1
8315	1
8316	1
8317	3
8321	3
8322	3
8324	4
8325	2
8326	2
8327	3
8328	2
8331	1
8332	2
8333	1
8334	3
8335	2
8336	1
8338	3
8339	4
8342	1
8343	1
8344	1
8345	1
8346	3
8347	4
8348	2
8351	3
8353	1
8354	1
8355	2
8356	1
8357	2
8359	2
8360	4
8361	1
8363	2
8364	1
8365	1
8366	1
8367	4
8368	1
8369	2
8371	1
8372	2
8375	1
8376	1
8377	3
8378	1
8379	2
8380	1
8382	3
8383	1
8384	1
8385	3
8386	1
8387	1
8388	2
8389	2
8390	1
8392	1
8394	2
8395	2
8396	1
8398	2
8401	1
8402	1
8403	3
8404	3
8405	1
8406	3
8407	2
8408	2
8409	2
8410	4
8411	1
8412	2
8413	3
8414	1
8415	3
8416	3
8417	2
8418	1
8419	2
8420	1
8421	2
8424	1
8425	1
8427	1
8428	1
8429	1
8431	1
8433	1
8436	3
8437	2
8438	1
8440	1
8441	3
8443	1
8444	5
8445	4
8446	2
8447	1
8448	2
8449	2
8450	1
8451	1
8452	1
8453	2
8455	1
8457	2
8458	2
8459	1
8460	2
8461	1
8462	1
8463	3
8464	1
8465	1
8466	1
8469	2
8471	1
8474	2
8477	3
8478	2
8481	2
8482	2
8483	2
8484	1
8485	4
8486	1
8489	2
8490	1
8492	2
8493	1
8494	1
8496	1
8497	1
8498	1
8502	3
8504	2
8505	2
8506	4
8508	1
8509	3
8510	2
8511	3
8512	1
8513	1
8514	1
8517	1
8518	2
8519	2
8520	6
8521	2
8522	1
8523	2
8524	3
8525	1
8526	2
8527	2
8528	2
8530	2
8531	1
8536	3
8537	1
8540	2
8542	2
8543	1
8544	1
8545	1
8546	2
8547	1
8548	3
8549	1
8551	2
8552	1
8553	1
8554	2
8555	1
8556	3
8557	1
8559	2
8560	2
8562	2
8563	4
8564	1
8565	2
8566	1
8568	1
8570	2
8572	3
8573	4
8574	1
8575	2
8576	2
8578	1
8579	4
8580	1
8581	2
8582	1
8583	1
8584	1
8586	3
8587	2
8589	3
8590	3
8592	1
8594	2
8596	1
8597	1
8599	1
8600	2
8602	2
8605	3
8606	3
8607	1
8609	2
8611	1
8612	1
8615	3
8616	1
8617	3
8619	1
8620	1
8621	1
8622	4
8624	2
8625	1
8626	2
8627	3
8628	1
8630	1
8632	4
8633	1
8634	2
8636	1
8639	1
8640	2
8641	4
8643	1
8644	1
8645	1
8646	1
8647	2
8649	2
8650	2
8651	2
8652	4
8653	1
8654	2
8655	1
8656	1
8657	2
8658	2
8660	1
8661	2
8663	3
8664	2
8666	3
8670	1
8671	1
8672	1
8673	1
8674	3
8675	2
8677	3
8678	4
8679	1
8680	2
8681	2
8683	2
8684	2
8685	1
8686	2
8687	3
8688	3
8689	1
8690	1
8691	4
8695	3
8696	2
8697	2
8699	1
8700	2
8701	2
8702	1
8704	2
8705	2
8706	1
8707	1
8709	1
8710	1
8711	1
8714	3
8715	3
8717	2
8718	1
8720	3
8721	1
8722	1
8724	2
8725	3
8726	2
8728	1
8729	2
8731	2
8732	3
8733	2
8734	2
8735	2
8736	1
8738	3
8740	4
8743	2
8745	1
8747	1
8749	2
8750	1
8751	1
8752	3
8755	2
8756	3
8758	2
8759	2
8760	2
8761	2
8762	1
8766	1
8767	2
8768	2
8769	2
8770	4
8772	1
8773	2
8776	2
8778	1
8779	1
8781	3
8782	2
8783	1
8787	3
8788	3
8790	4
8791	1
8792	1
8793	5
8796	1
8797	1
8798	2
8799	1
8800	1
8801	3
8802	1
8803	1
8804	1
8805	1
8806	3
8807	2
8808	2
8809	2
8810	1
8811	1
8812	4
8813	1
8814	1
8815	1
8816	1
8817	2
8819	2
8820	1
8822	2
8823	1
8824	1
8825	1
8826	1
8827	1
8830	1
8831	1
8832	2
8833	2
8834	2
8837	1
8838	3
8839	2
8840	2
8841	2
8844	1
8845	2
8848	1
8850	1
8852	1
8853	3
8855	1
8856	2
8857	1
8858	1
8863	1
8864	2
8865	2
8866	4
8868	2
8870	1
8871	1
8873	2
8874	2
8877	1
8878	4
8879	3
8880	4
8881	2
8883	1
8886	1
8887	2
8889	1
8890	2
8891	2
8893	2
8894	1
8900	1
8901	2
8904	4
8911	2
8912	1
8913	1
8914	2
8916	1
8917	1
8918	3
8919	3
8920	1
8922	2
8923	1
8925	2
8926	2
8928	2
8929	2
8930	1
8931	1
8932	1
8936	1
8937	2
8940	2
8941	1
8943	1
8944	1
8945	3
8948	1
8949	1
8952	1
8954	1
8955	2
8956	2
8957	1
8958	1
8959	3
8961	1
8962	2
8963	1
8964	1
8965	2
8967	2
8968	1
8969	3
8970	1
8971	1
8972	1
8973	1
8974	1
8975	1
8976	4
8978	2
8979	2
8980	2
8982	1
8983	2
8984	1
8985	3
8986	1
8987	1
8988	1
8989	2
8990	1
8991	1
8993	2
8994	1
8995	1
8996	2
8997	1
8998	2
9002	1
9003	1
9004	1
9005	2
9006	5
9007	1
9008	1
9009	1
9011	2
9013	2
9015	1
9016	1
9017	2
9019	2
9020	3
9021	1
9023	3
9024	2
9026	2
9028	1
9029	2
9030	2
9031	1
9032	3
9033	2
9034	2
9036	3
9038	2
9039	2
9041	1
9042	1
9043	1
9045	2
9046	1
9047	4
9050	3
9051	1
9053	4
9054	3
9055	4
9056	3
9057	1
9058	2
9062	2
9063	1
9064	1
9065	2
9066	1
9070	3
9071	1
9072	2
9073	1
9074	2
9075	1
9076	2
9078	3
9079	2
9080	3
9081	4
9083	1
9085	1
9087	1
9088	1
9089	2
9090	1
9092	1
9094	4
9095	4
9096	1
9098	2
9099	3
9102	2
9103	1
9105	1
9106	1
9108	1
9109	4
9110	2
9111	1
9113	2
9116	2
9117	3
9118	1
9120	1
9121	1
9123	1
9124	1
9125	2
9126	2
9129	1
9130	1
9132	2
9133	1
9134	2
9135	1
9136	1
9137	1
9138	1
9139	2
9140	1
9141	1
9142	2
9144	4
9145	3
9146	1
9147	2
9148	1
9150	3
9151	3
9152	1
9153	1
9154	1
9155	1
9156	1
9157	3
