source,pre,ResuPred,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
szhgh.com,特委 代表 身份 传达 中共 中央 和 湖南 省委 指示 ， 将 政治局 扩大 会议 取消 毛泽东 政治局 候补 委员 资格 ， 说成 是 开除 党籍 ， 并 在 井冈山 推广 湘南 暴动 “ 焦土 战略 ” 经验 ， 指责 毛泽东 “ 烧杀 太 少 ” ， 要 毛泽东 执行 “,shi,小 资产 变成 无产 ， 然后 强迫 他们 革命 ” 的 政策 。,,,,,,,
szhgh.com,后来 ， 毛泽东 将 三 项 纪律 改称 “ 三 大 纪律 ” ， 将 新 增加 的 四 项 注意 合并 为 “ 不得 胡乱 屙屎 ” 、 “ 不 搜 敌兵 腰包 ” 两 项 ，,shi,十 项 注意 又 恢复 为 八 项 注意 。,,,,,,,
szhgh.com,更为 严重 的 是 ， 继 “ 七 大 ” 之后 ， “ 八 大 ” 的 打击 接踵而至 ，,shi,他 平生 第一 次 遭受 了 沉船 之痛 ， 几乎 丧 了 性命 。,,,,,,,
pg.com.cn,舒肤 佳 洗手液 选用 优质 的 表面 活性剂 ， 配合 广谱 抑菌 活性 物质 PCMX 以及 其他 抑菌 辅助 成分 ， 在 揉搓 泡沫 的 过程 中 ， 释放 出 抑菌 分子 ， 摧毁 细菌 的 细胞膜 ，,shi,细菌 失去 活性 。,,,,,,,
pg.com.cn,配方 同时 配合 合适 比例 的 ph 调节 成分 ，,shi,成品 的 ph 值 保持 在 4.5-5.5 之间 ， 跟 皮肤 天然 ph 值 相近 ， 避免 了 潜在 的 因 皮肤 Ph 平衡 被 破坏 而 导致 的 皮肤 伤害 ， 适合 全家人 的 使用 。,,,,,,,
pg.com.cn,泵头 的 采用 ， 避免 产品 与 手部 直接 接触 造成 的 交叉 感染 ， 泵头 为 宽 表面 设计 ，,shi,按压 更 省力 。,,,,,,,
sdwhsc.com,则 亮丽 效果 荡然无存 ， 后期 补救 起来 ， 既 费 钱 又 影响 使用 ， 而 有些 污染 还是 不可逆 的 ， 装饰 皇室 棕钻 石材 在 安装 前 未 做 防护 ， 应该 进行 保养 补救 的 措施 ， 尽快 做好 外表 的 防护 以及 保护 ， 才 能,shi,皇室 棕钻 石材 尽可能 的 长久 保持 亮丽 的 装饰 效果 。,,,,,,,
pm25.hk," 而霾 则 是 悬浮 在 空中 肉眼 无法 分辨 的 大量 几 微 米 以下 的 微粒 ,",shi,水平 能见度 小于 10千 米 的 天气 现象 。,,,,,,,
pm25.hk,另外 ， 持续 的 雾霾 天 也 会,shi,心脏病 和 肺病 患者 症状 加重 ， 甚至 陷入 危重 状态 ， 家中 如有 心脏病 、 高血压 、 肺病 患者 ， 应 仔细 观察 其 病情 变化 ， 一旦 恶化 应 立即 送医 。,,,,,,,
cye.com.cn,这 种 历史 造就 的 人文 背景 ，,shi,瓷艺品 当之无愧 成为 真正 的 国粹 。,,,,,,,
ctaa.org.cn,28年 历程 的 回顾 ， 昭示 了 对 中国 共产党 的 必然性 选择 ； “ 二 ” 指 “ 两 个 探索 ” ， 一 是 围绕 中国 故事 的 国际化 表达 的 探索 ， 二 是 对 寓教于乐 的 探索 ， 美国 《 纸牌 屋 》 摄影 团队 的 加入,shi,这个 片子 已经 具有 了 电影 镜头 语汇 的 鲜明 特点 ， 还有 强 剧情化 的 特点 ， 镜头 语汇 的 使用 有别于 国内 以往 纪录片 的 镜头 语言 ， 比如 大 光 比 的 应用 和 柔光 的 应用 使得 调性 很 不 一样 。,,,,,,,
southcn.com,电信 公司 都 在 热切 地 等待 著 中国 发放 3G 牌照 ， 因为 这 将 可能,shi,它们 获得 价值 数十亿 美元 的 合同 。,,,,,,,
hxjiqi.com,4 、 必须 保证 给予 浮选机 操作 人员 的 一些 技术 指导 和 培训 ，,shi,他 完全 熟悉 机器 。,,,,,,,
yuanfengzhiyi.com,3 ． 电子 商务,shi,企业 可以 以 相近 的 成本 进入 全球 电子化 市场 ， 使得 中 小 企业 有 可能 拥有 和 大 企业 一样 的 信息 资源 ， 提高 了 中 小 企业 的 竞争 能力 。,,,,,,,
kaosee.cn,因为 在 我们 这里 ， 学历 绝不 等于 能力 ， 文凭 绝 不 等于 水平 ， 我们 所 要 做 的 ， 就是 为 您 提供 最 坚实 的 后盾 ，,shi,您 具备 最 实用 最 具 竞争力 的 口译 、 笔译 能力 ， 相信 我们 ， 相信 自己 ， 成功 就 在 前方 ！,,,,,,,
wangminjie.cn,对于 学生 来说 ， 在线 教育 的 定义 便 是 在线 学习 ， 这 是 唯一 的 需求 ， 如何,shi,学习 变得 效果 卓著 才 是 最终 目的 。,,,,,,,
xinrongnews.com,什么 是 “ 懒人 经济 ” ： 互联网 和 智能 手机 的 普及 ， 为 人们 的 生活 带来 了 极大 的 便利 ， 而 快 节奏 的 都市 生活,shi,处于 压力 中 的 人们 渴望 在 忙碌 中 寻求 一 种 放松 。,,,,,,,
xinrongnews.com,随着 这个 群体 的 不断 扩大 ， 越来越 多 的 商家 抓住 消费者 的 心理 ，,shi,其 足不出户 就 可 享受 餐饮 、 购物 、 家政 和 信息 等 多方位 的 服务 。,,,,,,,
nanhaitoday.com,在 O2O 电商 模式 中 ， 消费者 直接 从 线下 体验 店里 取货 ， 并 享受 相关 服务 ，,shi,企业 与 消费者 之间 避免 了 物流 的 连接 环节 。,,,,,,,
chc.org.cn,但 在 快速 发展 的 过程 中 也 存在 着 企业 无序 竞争 ， 技术 、 服务 和 管理 各 方面 缺乏 规范 和 科学 的 标准 体系 等 问题 ， 这些 都 严重 影响 和 制约 了 行业 的 健康 发展 和 企业 的 公平 竞争 ， 也,shi,消费者 的 合法 消费 权益 缺乏 保障 。,,,,,,,
chc.org.cn,委员会 当中 有名 的 专家 ， 依靠 这些 知名 的 专家 和 企业 单位 作为 你们 的 依托 和 后盾 ， 来 搞 标准化 体系 的 建设 ， 来 不断 提高 标准化 的 建设 ， 标准化 的 建设 需要 很多 方面 的 合作 ， 需要 相关 标 委会 的 合作 ，,shi,制定 的 标准 更 有 权威性 ， 更 具有 可操作性 。,,,,,,,
chc.org.cn,建立 健全 内部 规章 制度 ， 用 制度 管好 标准 项目 ， 确保 标准 质量 ， 增强 标准 的 适应性 和 有效性 ，,shi,标准 真正 发挥 应 有的 作用 。,,,,,,,
tjh.com.cn,这 两 次 的 高峰期 是 因为 正值 季节 转换 之时 ， 冷 空气 活动 频繁 ，,shi,此 类 病患 增多 。,,,,,,,
chinaarchives.cn,如 ， 《 三国志 》 卷 五十四 对 浏阳 设 县 的 记载 ， 吴简对 浏阳 史实 的 佐证 ， 《 全 唐 诗 》 对 浏阳 青枫浦 的 辅注 ， 清代 和 民国 浏阳 社会 发展 的 历史 掠影 等等 ， 通过 档案 还原 展现 ，,shi,整个 陈列 的 人文 特色 得到 生动 表达 。,,,,,,,
chinaarchives.cn,同时 ， 我们 通过 强化 安防 设施 ， 另外 设置 了 一 个 50 平方米 的 “ 馆藏 赏珍 ” 珍贵 档案 专题 展室 ， 向 观众 系统 介绍 镇馆 之宝 ，,shi,档案馆 养 在 “ 深闺 ” 的 瑰宝 以 原始 面貌 向 观众 呈现 。,,,,,,,
chinaarchives.cn,陈列 做到 了 将 总体 形式 与 周围 环境 的 协调 一致 ， 既 具备 历史 存在 的 合理性 ， 又 具备 现实 的 合理性 和 超越性 ， 将 不 应该 任 岁月 流逝 而 风化 的 历史 凝聚 成为 永恒 ，,shi,参观者 徜徉 在 充满 历史感 、 崇高感 、 艺术 感和 现代感 的 圣殿 之中 。,,,,,,,
chinaarchives.cn,未来 我们 将从 讲解 服务 和 提供 展陈 文化 产品 上 进一步 做好 文章 ，,shi,利用 服务 效果 更优 。,,,,,,,
tyut.edu.cn,诸如 此 类 的 误解 ， 让 我们 更 有 必要 普及 心理 健康 知识 ， 以,shi,更 多 的 人 拥有 科学 的 心理 健康 观念 。,,,,,,,
lanxicy.com,我 非常 愿意 就读于 贵校 ， 殷切 希望 您 能,shi,我 梦想 成真 。,,,,,,,
chinadaily.com.cn,企业 和 新型 国营 企业 ， 最近 两 年 的 发展 和 今后 的 发展 趋势 ， 表明 他们 是 自主 开发 、 自主 品牌 和 大批量 出口 主力军 ， 正 是 这些 关键 少数 企业 的 推动 ， 合资 企业 仍然 要 不断 的 引进 最新 的 汽车 产品 ，,shi,中国 轿车 的 产品 技术 水平 不断 的 提高 ； 汽车 零部件 的 国际 采购 更 关注 中国 。,,,,,,,
autooo.net,为 企业 的 高速 发展 带来 了 优势 ，,shi,企业 在 激励 的 竞争 中 脱颖而出 ， 立于 不败之地 。,,,,,,,
sxczsw.gov.cn,工程 完工 后 ， 将,shi,河道 防洪 标准 由 原来 的 不足 15 年 一 遇 提高 至 50 年 一 遇 ， 同时 将 全面 改善 河道 两 岸 生态 环境 ， 为 城市 发展 注入 新的 活力 。,,,,,,,
sdxjrh.com,如 洗涤 血污 时 温度 高 会使 血中 蛋白 质变 住 ，,shi,血色素 更 牢固 地 粘附 在 织物 上 ， 反而 不 易 除去 。,,,,,,,
haojie66.com,与 传统 的 螺栓 连接 方式 水箱 相 比较 ， 省去 了 密 封条 、 螺栓 连接 ，,shi,不锈 钢 水箱 更 具 整体 强度 ， 并且 不 渗漏 。,,,,,,,
haojie66.com,■ 价廉 不锈 钢 全 焊接 水箱 ， 独特 合理 的 外形 设计 、 先进 的 液压 流水线 生产 工艺 、 材料 的 最大 利用率 ， 以及 现代化 的 生产 服务 管理 ，,shi,其 价格 更 具 竞争力 。,,,,,,,
i21st.cn,编译 将 忠实于 原文 ， 尽量 不 受 某 一 注疏 或 学术 流派 的 影响 ， 原文 将 被 译成 符合 时代 语言 特色 的 译本 ， 既 要 保证 译文 的 精确性 ， 也 将 考虑 译文 的 可读性 ，,shi,不同 文化 背景 的 读者 都 能 理解 并 接受 。,,,,,,,
crxz.com,9 、 若 需要 整体 版面 上下左右 的 移动 ，,shi,"打印 的 位置 准确 ， 点 绿色 的 按钮 “ 调整 打印 定位 ” ， 可 设置 上边 距 或 左边距 ; 比如 若 打印 的 整体 版面 太 下 了 3 毫米 ， 可以 将上 边距 设置 为 - 3 , 若 太 上 了 3 毫米 ， 则 上",,,,,,,
chinaks.net,凡 在 唱歌 、 跳舞 等 方面 有 一定 特长 的 小朋友 ， 均 可 报名 参加 12月 24日 晚 ×× 举办 的 “ 幻彩 圣诞 ” 狂欢 晚会 ，,shi,自己 得到 锻炼 成长 ， 同时 还 可 赢取 精美 的 圣诞 纪念 礼品 一 份 。,,,,,,,
magang.com.cn,马钢 H型 钢研 产销 工作组 充分 利用 热轧 H 型钢 成熟 的 工艺 ， 通过 研究 市场 ， 拓展 产品 功能 用途 ， 不断 开发 出 具有 市场 差异性 的 产品 ， 不仅,shi,马钢 H 型钢 产品 在 专业 用途 上 得到 拓展 ， 且 先后 在 建筑 地基 抗震 钢桩 、 海洋 石油 平台 支架 ， 新型 铁道 车辆 等 专业 用途 上 开发 出 了 新 产品 ， 而且 马钢 开发 的 55C 钢桩 、 石油 平台 用 钢 、 新型 铁道,,,,,,,
magang.com.cn,品种 规格 因应 市场 需求 而 定 ， 马钢 H 型钢 产品 由 碳素钢 转到 生产 低合金钢 品种 产品 上来 ，,shi,马钢 H 型钢 的 产品 质量 得到 稳步 提升 。,,,,,,,
zol.com.cn,工作 原理 ： 波 轮 洗衣机 是 通过 底部 波 轮 转动 ， 产生 水流 ， 从而,shi,漂浮 在 内筒 中 的 衣服 转动 ， 通过 衣服 之间 和 衣服 与 内筒 之间 的 摩擦 进行 清洁 ； 滚筒 洗衣机 的 原理 是 通过 提举 筋把 衣服 提 拉到 高处 ， 通过 摔打 和 摩擦 对 衣物 进行 清洁 。,,,,,,,
wzjscy.com,此外 ， 摄影 还 带来 了 游客 旅游 习惯 的 变化 ，,shi,过去 “ 走马观花 ” 式 的 旅游 变成 更 注重 体验 的 深度 游 。,,,,,,,
dajingjixie.com," 6 、 工作面 积水 时 , 开孔 要 用 大 直径 钎头 , 然后 插入 钻杆 , 并",shi,"钻杆 露出 地面 100-200 mm , 以 防止 击 岩渣 泥浆 掉入 孔 内 . ",,,,,,,
omegatravel.net,工匠们 在 玻璃 材料 中 加入 金属 成分 ，,shi,玻璃 制品 不 易破碎 ， 即使 不小心 掉在 地上 ， 也 会 完好 无损 ； 此外 玻璃 原料 中 加入 一定 比例 的 石英 ， 制成 水晶 玻璃 ， 成品 晶莹 剔透 、 光泽 夺目 ， 透光 性 极强 ， 更 能 衬托 华丽 家居 的 高贵 气质 。,,,,,,,
omegatravel.net,驱车 比萨 城 ( Pisa ) 参观 意大利 国中 之宝 - 白色 大理石 的 比萨斜塔 ， 比萨斜塔 在 建筑 的 过程 中 就 已 出现 倾斜 ， 原本 是 一 个 建筑 败笔 ， 却 因祸得福 成为 世界 建筑 奇观 ， 伽利略 的 自由 落体 试验 更,shi,其 蜚声 世界 ， 成为 世界 著名 旅游 观光 圣地 。,,,,,,,
omegatravel.net,海边 豪华 别墅 、 比比皆是 的 昂贵 商店 和 艺术 气息 的 交织,shi,尼斯 形成 富丽 堂皇 与 典雅 优美 的 独特 美 。,,,,,,,
39.net,纠正 用 眼 过 多,shi,视力 下降 的 错误 观点 。,,,,,,,
39.net,2 、 有的 孩子 因为 遮盖 治疗 后 引起 周围 小朋友 的 取笑 、 取绰号 ， 从而 不 愿 坚持 治疗 或在 家长 面前 戴上 眼罩 ， 背 后 又 摘掉 ，,shi,家长 全然不知 。,,,,,,,
39.net,斜视 患者 注视 时 ， 外界 物体 分别 落在 注视 眼 的 黄斑 中心 凹和 斜视眼 的 中心 凹以外 的 位置 ， 由于 出现 复视 和 混淆 视 ， 大脑 会 主动 抑制 斜视 眼 的 视觉 输入 ， 最终,shi,患者 丧失 双眼 单 视 与 立体 视 功能 ， 有的 还会 形成 斜视 性弱视 。,,,,,,,
39.net," 治疗 儿童 远视 早期 、 及时 配戴 眼镜 矫正 远视 , 不但 能 促进 儿童 双眼 视觉 发育 , 预防 斜视 发生 ,",shi,"孩子 免于 手术 矫正 之 苦 , 而且 能 预防 弱视 。 ",,,,,,,
39.net,眼球 发育 特点,shi,儿童 易患 斜视 ： 由于 儿童 眼球 小 ， 眼 轴 短 ， 多 为 远视眼 ， 又 因 儿童 角膜 及 晶体 屈折 力大 ， 睫状肌 收缩 力强 ， 即 调节 力强 。,,,,,,,
39.net,( 3 ) 要 根据 儿童 的 高矮 购置 桌椅 ， 这样 才 能 保证 实现 正确 的 书写 姿势 ，,shi,眼睛 与 书本 距离 达到 正确 要求 。,,,,,,,
39.net,儿童 一旦 缺乏 必需 的 氨基酸 ， 眼球 的 外壳 ── 巩膜 就 会 边 薄 ， 加上 其他 外力 的 影响 ， 巩膜 被迫 伸展 ， 就 会,shi,眼球 逐渐 变长 。,,,,,,,
39.net,若 动物性 蛋白质 摄入量 充足 ， 则 可以,shi,有 遗传性 近视眼 的 儿童 减少 近视 的 发生率 或 防止 近视 程度 的 增加 。,,,,,,,
39.net,当 儿童 用 眼时 间 过长 或 眼睛 长时间 盯住 电脑 荧光屏 ， 眨眼 次数 明显 减少 ， 眼球 缺少 眼 内 润滑剂 泪液 的 湿润 ， 同时 由于 眼球 长 时间 暴露 在 空气 中 ，,shi,泪液 的 蒸发 加快 ， 造成 眼睛 干涩 不适 ， 久而久之 就 形成 干眼病 。,,,,,,,
39.net,还有 一 种 情况 就是 由于 眼部 慢性 炎症 ： 如 结膜炎 、 沙眼 等 原因,shi,泪道 狭窄 ， 泪 道 不 完全 阻塞 ， 排 泪 功能 降低 ， 正常 分泌量 的 泪液 不 能 完全 流入 鼻腔 而 流出 眼睑 外 ， 出现 流泪 。,,,,,,,
tlf.gov.cn,为了 让 所有 考入 大学 院校 的 贫困 生 不因 家庭 困难 而 面临 失学 ， 从 2002年 开始 ， 吐鲁番 地区 已 连续 八 年 开展 了 扶困 助学 活动 ，,shi,1967 名 贫困 生 顺利 跨入 大学 校门 继续 深造 ， 资助 资金 累计 达 665.4万 元 。,,,,,,,
dlu.edu.cn,1 、 对 上机 读者 进行 必要 的 指导 ，,shi,其 正确 使用 电子 阅览室 各 种 资源 。,,,,,,,
baixingxinwen.com,持续 地 优化 调整 结构 ，,shi,草原 的 工业 长子 实现 了 华丽 转身 。,,,,,,,
baixingxinwen.com,鄂尔多斯 现代 羊绒 产业 园绒纺 事业部 总经理 张梅荣 告诉 记者 ， 近年 来 鄂尔多斯 集团 羊绒 的 全 链条 产品 技术,shi,生产 能力 得到 了 巨大 发展 。,,,,,,,
chinaketong.cn,安装 前 的 有关 要求 ( 1 ) 升降机 的 安装 质量 直接 影响 其 工作 性能 ， 为,shi,设备 安全 可靠 的 工作 并 保证 其实 用 寿命 ， 必须 严格 按 要求 进行 安装 。,,,,,,,
yzedu.com.cn,通过 振奋 精神 、 勤恳 工作 、 以身作则 ， 高 校长 影响 带动 了 身边 的 人 ， 提高 了 中心 学校 各 部门 的 工作 效率 ，,shi,"广大 教师 爱岗 敬业 的 多了 ， 乐于 奉献 的 多 了 ， 形成 了 "" 比 、 学 、 赶 、 帮 、 超 "" 的 良好 局面 。 ",,,,,,,
yzedu.com.cn,"和 "" 两 免 一 补 "" 政策 ， 坚决 制止 乱 收费 ， 切实 减轻 农民 负担 ； 杜绝 大吃大喝 现象 ， 无 特殊 情况 ， 中心 学校 班子 成员 一律 不准 在 各 中小学 就餐 ， 实行 校务 公开 ， 完善 财经 制度 ， 自觉 接受 教代会 监督 ，",shi,"财务 管理 工作 规范 、 有序 。 "" ",,,,,,,
pku.edu.cn,在 大家 熟悉 的 《 隐形 的 翅膀 》 的 歌声 中 ， 许 院士 一 句 “ 北大 用 九 年 时间 培养 了 一 位 歌手 ， 大家 继续 好好 培养 周 校长 ” ，,shi,现场 气氛 顿时 活跃 起来 。,,,,,,,
pku.edu.cn,要 善于 请教 问题 ，,shi,自己 能够 在 合力 中 发挥 作用 。,,,,,,,
xjkunlun.gov.cn,愈 多 的 结核菌 有 耐药性 ， 是,shi,结核病 可能 再次 成为 难治 之 症及 疫情 上升 的 主要 因素 。,,,,,,,
xjkunlun.gov.cn,肺结核 的 病因 明确 ， 防有 措施 ， 治 有 办法 ， 但 只有 认真 作好 治疗 、 管理 、 预防 及 检查 各个 环节 ， 切实 做到 查出 必 治 、 治 必 彻底 ， 才 有 可能,shi,结核病 流行 情况 有所 改善 ， 直 至 控制 。,,,,,,,
xjkunlun.gov.cn,有效 化学 药物 治疗 ( 化疗 ) 对 已 患 病者 ， 能,shi,痰菌 较 快 阴转 ， 但 在 其 阴 转 之前 ， 尚须 严格 消毒 隔离 ， 避免 传染 。,,,,,,,
xjkunlun.gov.cn,应将 结核病 纳入 初级 基层 卫生 保健 ，,shi,防治 工作 落实 在 广大 农村 。,,,,,,,
xjkunlun.gov.cn,四 、 治疗 场所 合理 的 抗结核 药物 治疗 不仅 可 治愈 结核病 ， 且,shi,痰菌 阳 阴 转 ， 消除 传染源 。,,,,,,,
xjkunlun.gov.cn,五 、 卡介苗 接种 卡介苗 ( BCG ) 是 活的 无毒力 牛型 结核菌 疫苗 ， 接种 后 可,shi,人体 产生 对 结核菌 的 获得性 免疫力 。,,,,,,,
xjkunlun.gov.cn,建国 以来 ， 我国 大规模 推广 接种 卡介苗 ，,shi,儿童 急性 粟 粒型 结核 及 结核性 脑膜炎 的 发病率 与 死亡率 均 大幅度 下降 。,,,,,,,
xjkunlun.gov.cn,静止 或 冬眠 状态 的 结核菌 存活 ， 而 药物 难以 渗透 至 病灶 内 发挥 杀灭 细菌 作用 ， 成为 复燃 的 根源 ; ⑤ 空洞 愈合 ， 空洞 形成 是 干酷 样 坏死 病变 液化 后 排空 所致 ， 其 愈合 可由 周围 纤维 增生 并 渐 收缩 而,shi,之 闭合 ; 亦 可 因 与 空洞 相通 的 支气管 阻塞 ， 洞内 空气 吸收 ， 使 洞壁 纤维化 与 坏死 组织 而 闭合 。,,,,,,,
xjkunlun.gov.cn,作用 ， 成为 复燃 的 根源 ; ⑤ 空洞 愈合 ， 空洞 形成 是 干酷 样 坏死 病变 液化 后 排空 所致 ， 其 愈合 可由 周围 纤维 增生 并 渐 收缩 而 使 之 闭合 ; 亦 可 因 与 空洞 相通 的 支气管 阻塞 ， 洞内 空气 吸收 ，,shi,洞壁 纤维化 与 坏死 组织 而 闭合 。,,,,,,,
xjkunlun.gov.cn,肺结核 的 临床 治愈 是 指 上述 各 种 形式 的 愈合 而,shi,病灶 稳定 ， 并 停止 排菌 、 结核 毒性 症状 完全 消失 ， 但 病灶 内 仍 可能 有 结核菌 存活 ， 尤其是 纤维 干酪 灶 及 支 气管 阻塞 形成 的 空洞 闭合 ， 常 有 静止 状态 的 结核菌 潜伏 生存 ， 一旦 机体 抵抗力 下降 ， 结核菌 有,,,,,,,
cl1688.com,3 、 为了 防止 抛光机 生锈 ， 一定 要 定期 向 注油 孔 内 加入 润滑油 ， 这样子 能 起到 润滑 的 作用 而且,shi,机器 不容易 生锈 。,,,,,,,
mz16.cn,同样 任何 致使 雄性 激素 合成 和 分泌 障碍 的 原因 ， 均可,shi,阴茎 不 能 维持 原来 状态 而 发育 萎缩 ， 所 而 形成 了 阳缩症 。,,,,,,,
scredcross.org.cn,李晓梅 的 生病 ，,shi,这个 脆弱 的 家庭 更是 雪上加霜 。,,,,,,,
scredcross.org.cn,吴联福 家 住 广元 偏远 农村 ， 以 务农 维持 家庭 生活 ， 收入 微薄 ， 上有 8 旬 老人 ， 下有 未 成家 子女 ， 巨额 医疗费,shi,这个 低 保 家庭 濒临 崩溃 。,,,,,,,
uvista.com,西藏 位于 中国 的 西南部 ， 这里 既 有 独特 的 高原 雪域 风光 ， 又 有 妩媚 的 南国 风采 ， 而 与 这 种 大自然 相 融合 的 人文 景观 ， 也,shi,西藏 在 旅行者 眼中 具有 了 真正 独特 的 魅力 。,,,,,,,
uvista.com,至今 ， 还 有 许多 藏族人 的 生活 习俗 与 高原 之外 的 现代 人 有 着 很大 的 距离 ， 也 正 由于 距离 的 产生 ， 才,shi,西藏 的 一切 具有 了 观赏 价值 。,,,,,,,
uvista.com,拉萨 至 成都 、 拉萨 至 北京 、 拉萨 至 上海 、 拉萨 至 重庆 ， 以及 拉萨 至 尼泊尔 加德满都 等 航线 ，,shi,旅游者 进出 西藏 旅游 十分 便捷 。,,,,,,,
uvista.com,拉萨 和 日喀则 、 江孜 、 那曲 、 林芝 八一 、 山南 泽当 等 大中 城市 都 有 比较 好 的 星级 宾馆 ， 其 条件 和 服务 水准 都 可以,shi,绝大多数 旅游者 满意 ， 当然 ， 价格 也 会 另 人 刮目相看 。,,,,,,,
ysxing.cn,西街 除了 有 阳朔 秀美 绝伦 的 自然 风光 为 依托 ， 丰富 的 文化 内涵 也 是 它 最大 的 魅力 ， 阳朔 西街,shi,西方 游人 体验 到 一 个 东方 文明 古国 的 家庭式 的 温馨 。,,,,,,,
babytree.com,教育 只是 一 个 增上缘 ， 老师 尽量 帮他 ， 培养 他 ，,shi,他 依靠 自己 的 禀赋 站 起来 ， 这 是 教育 的 目的 。,,,,,,,
kanghui.cn,这 条 铁路 修建 ， 将 彻底 解决 大 西南 东西 通道 的 单线化 ， 大幅度 提高 运力 ， 解除 瓶颈 制约 ，,shi,云南 、 四川 ( 从 内 昆线 到 六盘水 ) 的 物资 通过 株六 复线 或 贵昆 、 湘黔 线 到 湖南 ， 以至 到 华东 、 华中 地区 ， 又 能 促进 贵州 境内 沿线 地区 丰富 的 矿产 资源 ， 旅游 资源 开发 ， 并 调整 贵州省 的 生产力,,,,,,,
576927.vip,因为 图表化 的 历史 记录 更 容易,shi,基本 分析员 指出 在 股票 价格 上 重要 的 事情,,,,,,,
yzjsxd.com,六 ， 离心 脱水机 千万 不 要 等到 积重难返 的 时候 才 动手 ， 及时 用 热水 清洗 料 盒 ， 把 残留 洗涤剂 冲洗 干净 ， 并,shi,其 完全 干燥 。,,,,,,,
jxwmw.cn,在 南京 为官 时 ， 又 受到 李贽 、 达观 等 人 反 程朱理学 思想 的 影响 ， 加上 他 对 当时 腐败 社会 的 深刻 认识 ，,shi,他 成为 一 个 站 在 时代 前列 的 进步 文人 ， 这 也 是 他 的 文学 事业 上 获得 巨大 成功 的 重要 因素 。,,,,,,,
67gu.com,创建 文明 卫生 城市 是 我们 共同 的 心愿 ， 人们 现在 一 个个 都 讲 礼仪 ， 懂 礼貌 ， 爱护 坏 境 卫生 ，,shi,我们 的 生活 条件 大大 提高 。,,,,,,,
downhot.com,重温 革命 精神 ， 高唱 革命 歌曲 ，,shi,广大 党员 在 激昂 的 旋律 中 ， 受到 一 次 爱 党 爱国 的 深刻 教育 ， 增强 了 作为 一 名 共产党员 的 荣誉 感和 使命感 。,,,,,,,
downhot.com,2 亮丽 的 风景线 总要 一 触 接 一 触 ， 才 能,shi,芬芳 蔓延 尽致 ！,,,,,,,
downhot.com,一 个 温馨 的 祝福 ， 一 个 善意 的 微笑 ， 都 能,shi,心灵 沐浴 阳光 。,,,,,,,
downhot.com,这 两 个 节目 的 串联 词 既 简洁 又 富有 感染力 ， 如 大 珠 小珠 落 玉盘 ， 充分 调动 了 观众 的 感官 ，,shi,各个 看似 独立 的 节目 相互 关联 ， 成为 一 个 不 可 分割 的 整体 。,,,,,,,
nantong.gov.cn,南通 的 爱心 居士 组织 了 一 场 募捐 活动 ， 希望 通过 捐助 ， 帮助 生活 在 南通 的 贫困 少数 民族 家庭 学生 ， 能够 顺利 完成 学业 ， 将来 通过 自己 的 努力 ，,shi,家庭 真正 走出 贫困 。,,,,,,,
kunming.cn,营造 招商 引资 的 良好 环境 ， 进一步 创新 体制 机制 ， 强化 保障 工作 ， 提供 优质 高效 服务 ， 构筑 低 成本 商务 环境 ， 真正 把 昆明 打造 成为 民 、 利民 、 便民 和 亲商 、 护商 、 安商 、 养商 、 富商 的 福地 ， 真正,shi,昆明 成为 投资者 得到 最 丰厚 回报 、 企业 获得 更大 发展 的 宝地 。,,,,,,,
chinayinji.com,在 吹口处 固定 一 个 簧片 ， 吹奏者 通过 簧片 和 吹口 的 空间 吹气 时 ， 并 配合 下唇 适当 的 压力 ， 薄薄 的 簧片 尖 产生 振动 ，,shi,乐器 管内 的 空气 柱 开始 振动 ， 因而 发出 柔美 的 音色 。,,,,,,,
ptotour.com,到了 自由 和 释放 ： 创造 了 灿烂 的 印度河 文明 ， 有 上百 种 语言 ， 世界 遗产 众多 ， 赢得 世界 尊重 的 物理学 、 文学 、 新兴 信息 技术 成就 ， 圣雄 甘地 … … 这个 很 难 用 喜欢 或 讨厌 来 简单 形容 的 国家 ，,shi,每个 到 访者 找到 只 属于 自己 的 情感 ， 就 像 日夜 流淌 的 恒河 ， 就 像 自然 成长 的 印度人 。,,,,,,,
zhue.com.cn,放入 恒温箱 之后 ， 还 要 经常 翻动 精液 瓶 ，,shi,沉淀 的 物质 尽量 均匀 溶于 稀释液 中 ， 防止 代谢 废物 聚集 而 对 精子 产生 毒害 作用 。,,,,,,,
xdf.cn,班主任 及 管理 人员 在 演练 中 起着 重要 的 作用 ， 学校 领导 和 老师 要 预先 做好 部署 ， 做好 分工 ， 亲临 指挥 ， 既要 确保 演练 顺利 进行 ， 通过 演练 来 提高 学生 的 自救 自护 能力 ，,shi,学生 得到 锻炼 ， 也 要 防止 在 演练 中 发生 意外 的 事故 。,,,,,,,
nbs-sosn.cn,目前 社会 经济 整体 进入 价格 上升期 ， 主要 能源 原材料 价格 上涨 的 同时 ， 工业 产品 出厂 价格 也 呈现 持续 上涨 ，,shi,工业 生产 成本 景气 状况 有所 改善 ， 产品 销售 状况 和 主要 原材料 及 能源 供应 状况 较好 。,,,,,,,
