id,ResuPred,sentence,pre,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
6967,,有(V_2) 什麼 東西 可以 <讓> 他 恢復 自信 ？,有/v V/x 2/x 什麼/r 東西/ns 可以/c,他/r 恢復/v 自信/v,,,,,,,
6969,,身子 的 疲憊 與 心 中 的 折磨 都 <讓> 她 想 長 睡 不 起 ；,身子/n 的/uj 疲憊/a 與/zg 心/n 中/f 的/uj 折磨/v 都/d,她/r 想/v 長/zg 睡/v 不/d 起/v,,,,,,,
6979,,濕潤 的 舌尖 <讓> 他 回到 現實 ，,濕潤/x 的/uj 舌尖/n,他/r 回到/v 現實/n,,,,,,,
6980,,智子 沒 <讓> 他 說 ，,智子/n 沒/v,他/r 說/zg,,,,,,,
6985,,即使 我 努力 的 想 <讓> 自己 有(V_2) 仇恨 ，,即使/c 我/r 努力/ad 的/uj 想/v,自己/r 有/v V/x 2/x 仇恨/n,,,,,,,
6988,,但 打開 箱子 一 股 幾乎 <讓> 劉偉 打噴嚏 的 濃郁 霉味 又 撲面 而 來 。,但/c 打開/v 箱子/n 一/m 股/q 幾乎/d,劉偉/x 打噴嚏/v 的/uj 濃郁/a 霉味/n 又/d 撲面/n 而/c 來/zg,,,,,,,
6989,,扛 這 堆 老 骨董 的 書 回去 <讓> 他 頗為 猶豫 ，,扛/zg 這/zg 堆/v 老/a 骨董/n 的/uj 書/zg 回去/v,他/r 頗/d 為/zg 猶豫/a,,,,,,,
7013,,他 的 作品 <讓> 人 用心 呼吸到 山嵐 的 清新 ﹔,他/r 的/uj 作品/n,人/n 用心/n 呼吸/v 到/v 山嵐/nr 的/uj 清新/a,,,,,,,
7018,,豐富 的 編曲 <讓> 它 成 了 生命力 強悍 的 作品 。,豐富/a 的/uj 編曲/n,它/r 成/n 了/ul 生命力/n 強悍/a 的/uj 作品/n,,,,,,,
7025,,林曉培 、 黃小楨 都 <讓> 人 讚不絕口 。,林曉培/nr 黃小楨/nr 都/d,人/n 讚不絕口/i,,,,,,,
7032,,」 口氣 真切 <讓> 那 女孩 覺得 狐疑 ，,口氣/n 真切/a,那/r 女孩/n 覺得/v 狐疑/v,,,,,,,
7040,,你 不會 <讓> 我 感覺 是 精子 接受器 。,你/r 不會/v,我/r 感覺/n 是/v 精子/n 接受器/l,,,,,,,
7041,,而 這 種 感覺 更 <讓> 我 害怕 ！,而/c 這/zg 種/m 感覺/n 更/d,我/r 害怕/v,,,,,,,
7049,,應 公平 合理 地 <讓> 資源 與 傳統 知識 擁有 國 分享 。,應/v 公平/n 合理/vn 地/uv,資源/n 與/zg 傳統/n 知識/v 擁有/v 國/n 分享/v,,,,,,,
7050,,據說 台糖 所 育出 的 甘蔗 品種 有些 尚未 推廣 <讓> 蔗農 栽培 ，,據說/v 台糖/n 所/c 育出/x 的/uj 甘蔗/n 品種/n 有些/r 尚未/d 推廣/v,蔗農/n 栽培/vn,,,,,,,
7052,,並 分佈 至 水 的 階段 且 使用 適合 的 乳化劑 <讓> 其 乳化劑 維持 穩定性 。,並/c 分佈/v 至/p 水/n 的/uj 階段/n 且/zg 使用/v 適合/v 的/uj 乳化劑/n,其/r 乳化劑/n 維持/v 穩定性/n,,,,,,,
7055,,幸福 婚姻 <讓> 人 羨慕 。,幸福/a 婚姻/n,人/n 羨慕/v,,,,,,,
7056,,幸福 婚姻 <讓> 人 羨慕 。,幸福/a 婚姻/n,人/n 羨慕/v,,,,,,,
7060,,選民 當然 也 可以 用 選票 <讓> 其 下台 ，,選民/n 當然/d 也/d 可以/c 用/p 選票/n,其/r 下台/v,,,,,,,
7064,,而是 支持 納粹式 政黨 而 <讓> 國家 覆亡 ？,而是/c 支持/v 納粹/nr 式/k 政黨/n 而/c,國家/n 覆亡/v,,,,,,,
7068,,她 也 曾 碰 過 <讓> 她 心動 的 男生 ，,她/r 也/d 曾/d 碰/v 過/ug,她/r 心動/n 的/uj 男生/n,,,,,,,
7086,,今年 暑假 的 玩具 市場 <讓> 恐龍 出盡 了 風頭 ，,今年/t 暑假/t 的/uj 玩具/n 市場/n,恐龍/nz 出盡/x 了/ul 風頭/n,,,,,,,
7094,,政府 不 <讓> 大陸 船員 上岸 ，,政府/n 不/d,大陸/n 船員/n 上岸/f,,,,,,,
7103,,為 確保 刺激 方案 的 規模 大 到 足以 <讓> 年產值 達 一兆 美元 的 經濟體 煥然一新 ，,為/zg 確保/v 刺激/v 方案/n 的/uj 規模/n 大/a 到/v 足以/v,年產值/n 達/zg 一兆/x 美元/q 的/uj 經濟體/n 煥然一新/i,,,,,,,
7104,,明年 將 上路 的 歐元 貨幣 新制 會 <讓> 歐盟 取代 美國 的 世界 經濟 龍頭 地位 嗎 ？,明年/t 將/zg 上路/ns 的/uj 歐元/nz 貨幣/n 新制/n 會/v,歐盟/j 取代/v 美國/ns 的/uj 世界/n 經濟/n 龍頭/n 地位/n 嗎/y,,,,,,,
7115,,起碼 <讓> 市民 能 準時 上班 上學 ，,起碼/n,市民/n 能/v 準時/v 上班/v 上學/n,,,,,,,
7120,,但是 這些 孢子 要 能夠 <讓> 人體 吸入 才能 成為 有效 的 生物戰劑 …,但是/c 這些/r 孢子/n 要/v 能夠/v,人體/n 吸入/v 才能/v 成為/x 有效/a 的/uj 生物戰劑/n,,,,,,,
7129,,「 他 今天 真 <讓> 我 大吃一驚 ，,他/r 今天/t 真/d,我/r 大吃一驚/i,,,,,,,
7137,,歐元 或 日圓 對 美元 大幅 升值 只 會 <讓> 他們 的 經濟 面臨 更 嚴重 衝擊 。,歐元/nz 或/c 日圓/n 對/p 美元/q 大幅/d 升值/v 只/d 會/v,他們/r 的/uj 經濟/n 面臨/v 更/d 嚴重/a 衝擊/vn,,,,,,,
7141,,雖然 蘇澳 港務 分局 同意 <讓> 大陸 船員 海 上 旅館 在 港 內 南堤 內側 泊靠 ，,雖然/c 蘇澳/ns 港務/n 分局/n 同意/d,大陸/n 船員/n 海/n 上/f 旅館/n 在/p 港/j 內/n 南堤/x 內側/f 泊靠/x,,,,,,,
7143,,並 表示 若 其 求去 可 <讓> 雙溪 國小 從此 平靜 無 波 ，,並/c 表示/v 若/c 其/r 求去/v 可/v,雙溪/nr 國小/j 從此/c 平靜/a 無/v 波/j,,,,,,,
7147,,此 次 訂定 了 晴空 飛翔 <讓> 大家 都 知道 ，,此/zg 次/q 訂定/v 了/ul 晴空/nz 飛翔/nz,大家/n 都/d 知道/v,,,,,,,
7152,,提供 遊憩 之 處 及 <讓> 養殖業 起死回生 ，,提供/v 遊憩/v 之/u 處/n 及/c,養殖業/n 起死回生/i,,,,,,,
7155,,只是 這 個 習慣 <讓> 人 很 容易 發現 牠 的 行蹤 ，,只是/c 這/zg 個/zg 習慣/n,人/n 很/zg 容易/a 發現/v 牠/zg 的/uj 行蹤/v,,,,,,,
7161,,但 開學 前 兒童 育樂 中心 則 準備 了 豐盛 的 節目 <讓> 小朋友 的 暑假 有(V_2) 一 個 快樂 的 結束 ，,但/c 開學/n 前/f 兒童/n 育樂/vn 中心/n 則/zg 準備/v 了/ul 豐盛/a 的/uj 節目/n,小朋友/n 的/uj 暑假/t 有/v V/x 2/x 一/m 個/zg 快樂/a 的/uj 結束/v,,,,,,,
7167,,原則 上 不會 <讓> 其 父母親 跟 小孩 見面 ，,原則/n 上/f 不會/v,其/r 父母親/n 跟/p 小孩/n 見面/n,,,,,,,
7176,,甚至 開 個 茶藝館 <讓> 父親 說書 ；,甚至/d 開/v 個/zg 茶藝館/n,父親/n 說書/v,,,,,,,
7177,,因此 他 認為 應該 製作 模型 <讓> 這 兩 座 名園 復出 ，,因此/c 他/r 認為/x 應該/v 製作/vn 模型/n,這/zg 兩/m 座/q 名園/n 復出/v,,,,,,,
7179,,以 電動 模型 <讓> 民眾 了解 竹塹 三百 年 前 的 模樣 。,以/p 電動/n 模型/n,民眾/x 了解/v 竹塹/x 三百/m 年/m 前/f 的/uj 模樣/n,,,,,,,
7182,,更 可以 從 模型 中 <讓> 民眾 實際 在 城 內 覓蹤 ，,更/d 可以/c 從/zg 模型/n 中/f,民眾/x 實際/n 在/p 城/n 內/n 覓/v 蹤/n,,,,,,,
7186,,但是 垃圾 收集 時 <讓> 垃圾 落地 絕對 是 主因 之 一 ，,但是/c 垃圾/n 收集/v 時/zg,垃圾/n 落地/n 絕對/d 是/v 主因/n 之/u 一/m,,,,,,,
7190,,因此 老師 在 規定 作業 時 應 <讓> 學生 了解 做 此 項 家庭 作業 的 目的 及 期望 ，,因此/c 老師/n 在/p 規定/n 作業/n 時/zg 應/v,學生/n 了解/v 做/v 此/zg 項/n 家庭/n 作業/n 的/uj 目的/n 及/c 期望/v,,,,,,,
7191,,記者 謝錦芳 台北 報導 • <讓> 護理界 久候 多 時 的 護理 機構 設置 標準 日昨 經由 衛生署 正式 公告 ，,記者/n 謝錦芳/x 台北/ns 報導/n,護理/n 界/n 久候/d 多/m 時/zg 的/uj 護理/n 機構/n 設置/vn 標準/n 日/m 昨/t 經由/p 衛生署/nt 正式/ad 公告/n,,,,,,,
7201,,第二 個 在 態度 上 一定 要 <讓> 小朋友 能夠 接受 ，,第二/m 個/zg 在/p 態度/n 上/f 一定/d 要/v,小朋友/n 能夠/v 接受/v,,,,,,,
7202,,你 小時候 一定 爸爸 媽媽 不 <讓> 你 穿 紅 衣服 是 不 是 ﹖,你/r 小時候/n 一定/d 爸爸/n 媽媽/n 不/d,你/r 穿/zg 紅/zg 衣服/n 是/v 不/d 是/v,,,,,,,
7204,,因為 我 <讓> 我 妹妹 有的 時候 ，,因為/x 我/r,我/r 妹妹/n 有/v 的/uj 時候/n,,,,,,,
7206,,我 盡量 <讓> 他 去 。,我/r 盡量/x,他/r 去/v,,,,,,,
7208,,我們 沒有 辦法 <讓> 每 一 個 小朋友 都 講到 話 ，,我們/r 沒有/v 辦法/n,每/zg 一/m 個/zg 小朋友/n 都/d 講到/v 話/n,,,,,,,
7212,,有的 時候 強 到 <讓> 別人 透[+spv] 不 過 氣[+spo] 的 感覺 。,有/v 的/uj 時候/n 強/zg 到/v,別人/r 透/v spv/eng 不/d 過/ug 氣/zg spo/eng 的/uj 感覺/n,,,,,,,
7215,,但是 有(V_2) 人 <讓> 我 再 回到 那 段 日子 的話 ，,但是/c 有/v V/x 2/x 人/n,我/r 再/d 回到/v 那/r 段/q 日子/n 的話/u,,,,,,,
7216,,小學 的 生涯 <讓> 我 覺得 也 是 回味 無窮 ，,小學/n 的/uj 生涯/n,我/r 覺得/v 也/d 是/v 回味/v 無窮/d,,,,,,,
7220,,我 就 <讓> 你 打 一 個 小時 ，,我/r 就/d,你/r 打/v 一/m 個/zg 小時/n,,,,,,,
7224,,我 當然 會 <讓> 他 去 學 ，,我/r 當然/d 會/v,他/r 去/v 學/zg,,,,,,,
7225,,這樣 <讓> 你 很 傷心 ，,這樣/r,你/r 很/zg 傷心/n,,,,,,,
7226,,你 不 <讓> 他 看 卡通 ，,你/r 不/d,他/r 看/v 卡通/nz,,,,,,,
7229,,媽媽 可能 以後 要 <讓> 我 去 當 中國 小姐 ，,媽媽/n 可能/v 以後/f 要/v,我/r 去/v 當/t 中國/ns 小姐/nr,,,,,,,
7231,,因為 如果 你 <讓> 我 覺得 我 不 同意 ，,因為/x 如果/c 你/r,我/r 覺得/v 我/r 不/d 同意/d,,,,,,,
7237,,我 是 覺得 你 <讓> 他們 懂 得 越 多 ，,我/r 是/v 覺得/v 你/r,他們/r 懂/v 得/ud 越/d 多/m,,,,,,,
7238,,你 <讓> 他們 少 懂 一點 ，,你/r,他們/r 少/a 懂/v 一點/m,,,,,,,
7240,,你 這 個 味道 是 會 <讓> 你 隔天 以後 才 會 出現 譬如說 你 因為 緊張 啦 ，,你/r 這/zg 個/zg 味道/n 是/v 會/v,你/r 隔天/nz 以後/f 才/d 會/v 出現/v 譬如說/l 你/r 因為/x 緊張/a 啦/y,,,,,,,
7245,,男孩子 是 <讓> 女孩子 請 的話 ，,男孩子/n 是/v,女孩子/n 請/zg 的話/u,,,,,,,
7246,,那 你 假如 說 <讓> 全部 什麼 東西 ，,那/r 你/r 假如/c 說/zg,全部/n 什麼/r 東西/ns,,,,,,,
7249,,我 覺得 就 <讓> 它 過去 。,我/r 覺得/v 就/d,它/r 過去/t,,,,,,,
7255,,你 怎麼樣 <讓> 你 自己 快樂 。,你/r 怎麼樣/r,你/r 自己/r 快樂/a,,,,,,,
7261,,怎麼樣 能夠 <讓> 我 的 個性 ，,怎麼樣/r 能夠/v,我/r 的/uj 個性/n,,,,,,,
7263,,你 馬上 就 <讓> 自己 穿 ，,你/r 馬上/d 就/d,自己/r 穿/zg,,,,,,,
7264,,是 它 直接 的 <讓> 我 感覺 ，,是/v 它/r 直接/ad 的/uj,我/r 感覺/n,,,,,,,
7267,,它 的確 是 比較 <讓> 人家 有點 不 太 好意思 ，,它/r 的確/d 是/v 比較/d,人家/n 有點/n 不/d 太/d 好意思/l,,,,,,,
7276,,對 沒有 等到 過年 的 時候 來 <讓> 自己 傷腦筋 。,對/p 沒有/v 等到/v 過年/t 的/uj 時候/n 來/zg,自己/r 傷腦筋/n,,,,,,,
7277,,我 留在 家 裡 也 是 <讓> 父母親 傷心 嘛 ，,我/r 留在/v 家/q 裡/zg 也/d 是/v,父母親/n 傷心/n 嘛/y,,,,,,,
7278,,那 剛好 是 團圓 就 是 <讓> 我們 維持 孝道 的 一 個 機會 。,那/r 剛好/d 是/v 團圓/n 就/d 是/v,我們/r 維持/v 孝道/v 的/uj 一/m 個/zg 機會/n,,,,,,,
7279,,∥ 台灣 的 這 個 氣候 狀況 是 沒辦法 <讓> 我們 有 所 表現 的 。,台灣/x 的/uj 這/zg 個/zg 氣候/n 狀況/n 是/v 沒/v 辦法/n,我們/r 有/v 所/c 表現/v 的/uj,,,,,,,
7282,,這 個 想 改 的 人 是 很 <讓> 人家 討厭 的 ，,這/zg 個/zg 想/v 改/v 的/uj 人/n 是/v 很/zg,人家/n 討厭/v 的/uj,,,,,,,
7291,,這 個 是 他 <讓> 他 自然 發生 的 。,這/zg 個/zg 是/v 他/r,他/r 自然/d 發生/v 的/uj,,,,,,,
7295,,我 會 <讓> 他 隨時 可以 看到 我 。,我/r 會/v,他/r 隨時/d 可以/c 看到/v 我/r,,,,,,,
7296,,藉 這 個 機會 <讓> 電視機 前面 為 人 子女 的 ，,藉/zg 這/zg 個/zg 機會/n,電視機/n 前面/f 為/zg 人/n 子女/n 的/uj,,,,,,,
7299,,它 可以 <讓> 那 個 在 排卵期 ，,它/r 可以/c,那/r 個/zg 在/p 排卵期/n,,,,,,,
7311,,你 <讓> 老闆 就是說 屈辱 也好 ，,你/r,老闆/n 就是說/c 屈辱/v 也好/y,,,,,,,
7315,,怎麼樣 吃 <讓> 胃 很 健康 。,怎麼樣/r 吃/v,胃/n 很/zg 健康/a,,,,,,,
7317,,這 種 鏡頭 <讓> 家人 看到 ，,這/zg 種/m 鏡頭/n,家人/n 看到/v,,,,,,,
7318,,我 一直 有(V_2) 好 的 榜樣 <讓> 他 看 ，,我/r 一直/d 有/v V/x 2/x 好/a 的/uj 榜樣/n,他/r 看/v,,,,,,,
7319,,我 會 認為 要 <讓> 每 個 家庭 ，,我/r 會/v 認為/x 要/v,每/zg 個/zg 家庭/n,,,,,,,
7321,,可是 我 覺得 那 一 段 愛情 會 越來越 <讓> 我 覺得 迷失掉 自己 ，,可是/c 我/r 覺得/v 那/r 一/m 段/q 愛情/n 會/v 越來越/d,我/r 覺得/v 迷失/v 掉/zg 自己/r,,,,,,,
7328,,我 這 個 故事 <讓> 我 想到 ，,我/r 這/zg 個/zg 故事/n,我/r 想到/v,,,,,,,
7329,,學佛 它 能夠 <讓> 每 一 個 人 ，,學佛/x 它/r 能夠/v,每/zg 一/m 個/zg 人/n,,,,,,,
7337,,你 <讓> 我 在 風 中 苦苦 等候 ，,你/r,我/r 在/p 風/zg 中/f 苦苦/a 等候/n,,,,,,,
7342,,怎麼樣 <讓> 自己 過 得 更 好 ，,怎麼樣/r,自己/r 過/ug 得/ud 更/d 好/a,,,,,,,
7345,,伴侶 應該 <讓> 對方 感到 快樂 。,伴侶/n 應該/v,對方/n 感到/v 快樂/a,,,,,,,
7348,,我 不 認為 伴侶 應該 <讓> 對方 感覺 快樂 ，,我/r 不/d 認為/x 伴侶/n 應該/v,對方/n 感覺/n 快樂/a,,,,,,,
7349,,這樣 會 <讓> 我們 覺得 ，,這樣/r 會/v,我們/r 覺得/v,,,,,,,
7355,,它 的 作用 是 <讓> 焦距 能夠 很 正確 的 呈 像 ，,它/r 的/uj 作用/v 是/v,焦距/n 能夠/v 很/zg 正確/ad 的/uj 呈/v 像/v,,,,,,,
7363,,你 有沒有 想要 <讓> 自己 愈來愈 成熟 ，,你/r 有沒有/v 想要/v,自己/r 愈來愈/d 成熟/a,,,,,,,
7366,,然後 大家 <讓> 他 煮 ，,然後/c 大家/n,他/r 煮/v,,,,,,,
7367,,一樣 也 可以 <讓> 他 做 。,一樣/r 也/d 可以/c,他/r 做/v,,,,,,,
7370,,我 <讓> 你 就範 。,我/r,你/r 就範/v,,,,,,,
7375,,我 覺得 您 的 積極 <讓> 我 感到 有一點 悲觀 。,我/r 覺得/v 您/zg 的/uj 積極/ad,我/r 感到/v 有/v 一點/m 悲觀/a,,,,,,,
7381,,最後 的 目的 是 <讓> 你 在 婚姻 ，,最後/f 的/uj 目的/n 是/v,你/r 在/p 婚姻/n,,,,,,,
7386,,不論 世事 <讓> 人 變 得 多麼 世故 、 嘲諷 ，,不論/c 世事/n,人/n 變/zg 得/ud 多麼/r 世故/n 嘲諷/v,,,,,,,
7393,,水雉 極 長 的 腳 及 腳趾 <讓> 牠們 可以 在 水生 植物 上 走動 覓食 ，,水雉/x 極/d 長/zg 的/uj 腳/n 及/c 腳趾/n,牠/zg 們/k 可以/c 在/p 水生/n 植物/n 上/f 走動/v 覓食/v,,,,,,,
7396,,如何 <讓> 民間 參與 遠距 教學 教材 的 發展 ，,如何/r,民間/n 參與/v 遠距/n 教學/n 教材/n 的/uj 發展/vn,,,,,,,
7408,,隨選 視訊 則 是 <讓> 使用 者 可以 依 自己 的 喜好 ，,隨選/x 視訊/n 則/zg 是/v,使用/v 者/k 可以/c 依/d 自己/r 的/uj 喜好/v,,,,,,,
7410,,商品 的 訊息 可 <讓> 消費者 更 清楚 地 了解 ，,商品/n 的/uj 訊息/n 可/v,消費者/n 更/d 清楚/a 地/uv 了解/v,,,,,,,
7414,,提供 連線 導向 與 非 連線 導向 兩 種 方式 來 <讓> 用戶 使用 各 種 應用 時 之 選擇 ，,提供/v 連線/n 導向/n 與/zg 非/h 連線/n 導向/n 兩/m 種/m 方式/n 來/zg,用戶/n 使用/v 各/r 種/m 應用/v 時/zg 之/u 選擇/v,,,,,,,
7416,,主要 的 功能 是 <讓> 使用端 可以 連接上 遠 端的 電腦 主機 ，,主要/b 的/uj 功能/n 是/v,使用/v 端/v 可以/c 連接/v 上/f 遠/zg 端的/z 電腦/n 主機/b,,,,,,,
7420,,目的 是 <讓> 使用 者 可以 在 資料 檔案 資源 浩瀚 的 Ｉｎｔｅｒｎｅｔ 上 ，,目的/n 是/v,使用/v 者/k 可以/c 在/p 資料/n 檔案/n 資源/n 浩瀚/a 的/uj 上/f,,,,,,,
7421,,用途 是 <讓> 使用 者 根據 目錄 ，,用途/n 是/v,使用/v 者/k 根據/p 目錄/n,,,,,,,
7425,,由於 ＮＩＩ 建設 必須 普及 <讓> 全 國 各 地 民眾 所 用 ，,由於/c 建設/vn 必須/d 普及/ns,全/a 國/n 各/r 地/uv 民眾/x 所/c 用/p,,,,,,,
7429,,視訊 教學 可 <讓> 國 內 學子 快速 吸收 國外 新知 並 <讓> 無緣 出國 之 學子 享受 更多 的 教育 資源 。,視訊/n 教學/n 可/v,國/n 內/n 學子/n 快速/d 吸收/v 國外/s 新知/n 並/c,,,,,,,
7432,,建立 檔案 伺服 功能 （ <讓> 別人 可以 到 你 使用 的 電腦 上 抓取 檔案 ） 等 ，,建立/v 檔案/n 伺服/v 功能/n,別人/r 可以/c 到/v 你/r 使用/v 的/uj 電腦/n 上/f 抓取/v 檔案/n 等/u,,,,,,,
7437,,如果 你 要 <讓> 資料 更 生動 活潑 ，,如果/c 你/r 要/v,資料/n 更/d 生動/vn 活潑/a,,,,,,,
7438,,例如 各 種 統計 資料 如果 以 電子 形式 透過 網路 <讓> 民眾 或 企業 擷取 ；,例如/v 各/r 種/m 統計/v 資料/n 如果/c 以/p 電子/n 形式/n 透過/v 網路/n,民眾/x 或/c 企業/n 擷取/v,,,,,,,
7447,,但是 這 一切 是 不會 <讓> 自然 觀察家 卻步 的 ，,但是/c 這/zg 一切/r 是/v 不會/v,自然/d 觀察家/n 卻步/d 的/uj,,,,,,,
7453,,往往 某 一 個 人 的 熱情 將 可 成為 <讓> 整 個 計畫 保持 進展 的 動力 。,往往/t 某/r 一/m 個/zg 人/n 的/uj 熱情/n 將/zg 可/v 成為/x,整/v 個/zg 計畫/x 保持/v 進展/vn 的/uj 動力/n,,,,,,,
7459,,而 更 重要 的 目的 是 要 <讓> 台灣 的 轉頻器 能夠 賣到 全 世界 ，,而/c 更/d 重要/a 的/uj 目的/n 是/v 要/v,台灣/x 的/uj 轉頻器/x 能夠/v 賣到/v 全/a 世界/n,,,,,,,
7461,,此 第三 次 投標 卻 <讓> 首度 入場 廠商 得標 ，,此/zg 第三/m 次/q 投標/n 卻/d,首度/n 入場/n 廠商/n 得標/v,,,,,,,
7463,,別的 時間 你 就 要 <讓> 自己 有(V_2) 掌握 的 機會 ，,別的/r 時間/n 你/r 就/d 要/v,自己/r 有/v V/x 2/x 掌握/v 的/uj 機會/n,,,,,,,
7467,,所以 你 怎樣 <讓> 你 的 思想 失靈 ，,所以/c 你/r 怎樣/r,你/r 的/uj 思想/n 失靈/n,,,,,,,
7469,,決 不 是 說 這 個 社會 從此 以後 就 <讓> 壞人 跟 壞人 鬥 ，,決/v 不/d 是/v 說/zg 這/zg 個/zg 社會/n 從此/c 以後/f 就/d,壞人/n 跟/p 壞人/n 鬥/vn,,,,,,,
7475,,投影 技術 法 是 <讓> 無 意識 的 動機 投影 在 某 件 東西 上 ，,投影/n 技術/n 法/j 是/v,無/v 意識/n 的/uj 動機/n 投影/n 在/p 某/r 件/zg 東西/ns 上/f,,,,,,,
7477,,在 能 被 聯想 的 句子 處 <讓> 被 調查 者 發揮 的 語句 聯想法 ；,在/p 能/v 被/p 聯想/v 的/uj 句子/n 處/n,被/p 調查/vn 者/k 發揮/v 的/uj 語句/n 聯想/v 法/j,,,,,,,
7481,,廣告 認知 階段 是 廣告 首次 <讓> 聽眾 有(V_2) 感覺 ，,廣告/n 認知/v 階段/n 是/v 廣告/n 首次/m,聽眾/x 有/v V/x 2/x 感覺/n,,,,,,,
7483,,消費者 競賽 則 是 由 廠商 舉辦 競賽 活動 <讓> 消費者 參加 ，,消費者/n 競賽/vn 則/zg 是/v 由/p 廠商/n 舉辦/v 競賽/vn 活動/vn,消費者/n 參加/v,,,,,,,
7484,,絕不 可能 有(V_2) 一樣 產品 能 暢銷 得 <讓> 每 個 人 都 同時 購買 。,絕不/d 可能/v 有/v V/x 2/x 一樣/r 產品/n 能/v 暢銷/v 得/ud,每/zg 個/zg 人/n 都/d 同時/c 購買/v,,,,,,,
7485,,而是 製造 機會 <讓> 媒體 報導 。,而是/c 製造/v 機會/n,媒體/n 報導/n,,,,,,,
7486,,清華 給 我 機會 <讓> 我 能 在 各 種 場合 上 表達 我 的 想法 ，,清華/nz 給/p 我/r 機會/n,我/r 能/v 在/p 各/r 種/m 場合/n 上/f 表達/v 我/r 的/uj 想法/v,,,,,,,
7487,,在 轉角 的 地方 一定 有(V_2) 個 小 斜坡 <讓> 輪椅 能夠 下 到 路 上 。,在/p 轉角/n 的/uj 地方/n 一定/d 有/v V/x 2/x 個/zg 小/a 斜坡/n,輪椅/n 能夠/v 下/f 到/v 路/n 上/f,,,,,,,
7488,,校 內 有(V_2) 一些 送貨 的 電梯 甚至 <讓> 輪椅 人士 配有 鑰匙 。,校/ng 內/n 有/v V/x 2/x 一些/m 送貨/v 的/uj 電梯/n 甚至/d,輪椅/n 人士/n 配有/v 鑰匙/n,,,,,,,
7493,,我們 希望 「 台灣 研究 通訊 」 就 是 一 個 <讓> 不同 觀點 展現 和 交流 的 園地 ，,我們/r 希望/v 台灣/x 研究/vn 通訊/nz 就/d 是/v 一/m 個/zg,不同/a 觀點/n 展現/v 和/c 交流/n 的/uj 園地/n,,,,,,,
7496,,關於 藝術 中心 <讓> 人 先 恢復 人性 的 本 貌 ，,關於/p 藝術/n 中心/n,人/n 先/d 恢復/v 人性/n 的/uj 本/r 貌/ng,,,,,,,
7499,,【 對 你 的 忠告 】 要 改變 不 <讓> 外人 接近 的 傾向 。,對/p 你/r 的/uj 忠告/n 要/v 改變/v 不/d,外人/n 接近/v 的/uj 傾向/v,,,,,,,
7500,,頭腦 反應 非常 靈敏 、 快速 、 頗 <讓> 人 招架[+vrv] 不 住[+vrr] 。,頭腦/n 反應/vn 非常/d 靈敏/nr 快速/d 頗/d,人/n 招架/n vrv/eng 不/d 住/v vrr/eng,,,,,,,
7504,,事物 間 要 有(V_2) 共同點 才 能 <讓> 我們 將 它 「 抽象 」 成 概念 ，,事物/n 間/f 要/v 有/v V/x 2/x 共同點/n 才/d 能/v,我們/r 將/zg 它/r 抽象/v 成/n 概念/n,,,,,,,
7506,,就 這 個 觀念 <讓> 我 覺得 符號學 都 在 說 廢話 。,就/d 這/zg 個/zg 觀念/n,我/r 覺得/v 符號學/n 都/d 在/p 說/zg 廢話/n,,,,,,,
7508,,我 看 我們 談 的 東西 會 <讓> 很多 人 不知所云 。,我/r 看/v 我們/r 談/v 的/uj 東西/ns 會/v,很多/m 人/n 不知所云/i,,,,,,,
7510,,如果 《 複雜[+prop] 》 這 本 書 <讓> 你 這麼 覺得 複雜 科學 只是 複雜 適應 系統 ，,如果/c 複雜/a prop/eng 這/zg 本/r 書/zg,你/r 這麼/r 覺得/v 複雜/a 科學/n 只是/c 複雜/a 適應/v 系統/n,,,,,,,
7511,,就 這 個 觀念 <讓> 我 覺得 符號學 都 在 說 廢話 。,就/d 這/zg 個/zg 觀念/n,我/r 覺得/v 符號學/n 都/d 在/p 說/zg 廢話/n,,,,,,,
7512,,如果 我 的 意思 <讓> 你 認為 是 在 做 「 歸屬 」 現在 好像 流行 說 「 收編 」 ） ，,如果/c 我/r 的/uj 意思/n,你/r 認為/x 是/v 在/p 做/v 歸屬/v 現在/t 好像/v 流行/v 說/zg 收編/v,,,,,,,
7513,,只是 函數 空間 的 運作 很 難 <讓> 人 瞭解 ，,只是/c 函數/n 空間/n 的/uj 運作/vn 很/zg 難/zg,人/n 瞭解/v,,,,,,,
7516,,如果 你 知道 現代 的 軟體 工程 能 <讓> 一 個 人 掌握 １０００００ 行 程式碼 、 ５００００ 個 變數 ，,如果/c 你/r 知道/v 現代/t 的/uj 軟體/n 工程/n 能/v,一/m 個/zg 人/n 掌握/v 行/zg 程式碼/n 個/zg 變數/n,,,,,,,
7520,,就 執政黨 <讓> 黑金 壟斷 國會 政治 、 違憲 任命 閣揆 及 國家 安全 等 議題 坐下來 談 ，,就/d 執政黨/n,黑金/n 壟斷/v 國會/n 政治/n 違憲/vn 任命/n 閣揆/x 及/c 國家/n 安全/an 等/u 議題/n 坐/v 下來/t 談/v,,,,,,,
7521,,大 和解 第一 階段 的 工作 在於 <讓> 我們 的 社會 回歸 理性 ，,大/a 和解/v 第一/m 階段/n 的/uj 工作/vn 在於/v,我們/r 的/uj 社會/n 回歸/x 理性/n,,,,,,,
