id,ResuPred,sentence,pre,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
4085,,４﹒ 「 三代 同堂 <使> 老人 獲得 照顧 」 真的 是 老人 心 中 的 最愛 嗎 ？,三代/t 同堂/n,老人/n 獲得/v 照顧/v 真的/d 是/v 老人/n 心/n 中/f 的/uj 最愛/a 嗎/y,,,,,,,
4086,,公共 政策 的 陷阱 - 陷 老人 福利 的 公共 政策 於 「 私 」 的 運作 、 社會 階層 的 陷阱 - <使> 富有 ╱ 貧窮 老人 福利 兩極化 、 性別 的 陷阱 - 女性 依賴 終身 化 、 婆媳 的 陷阱 - 婆媳 問題 延展化 、 兒女 的 陷阱 - 延續 重男輕女 觀念 、 世代 的 陷阱 - 模糊 不同 世代 間 的 問題 、 文化 的 陷阱 - 貶抑 西方 老人 福利 公共化 。,公共/b 政策/n 的/uj 陷阱/n 陷/v 老人/n 福利/ns 的/uj 公共/b 政策/n 於/nr 私/ag 的/uj 運作/vn 社會/n 階層/n 的/uj 陷阱/n,富有/v 貧窮/a 老人/n 福利/ns 兩極化/n 性別/n 的/uj 陷阱/n 女性/n 依賴/v 終身/d 化/n 婆媳/n 的/uj 陷阱/n 婆媳/n 問題/n 延展/v 化/n 兒女/n 的/uj 陷阱/n 延續/v 重男輕女/n 觀念/n 世代/t 的/uj 陷阱/n 模糊/a 不同/a 世代/t 間/f 的/uj 問題/n 文化/n 的/uj 陷阱/n 貶抑/v 西方/s 老人/n 福利/ns 公共/b 化/n,,,,,,,
4094,,它 <使> 我 輕易 聽到 敵人 的 腳步聲 ，,它/r,我/r 輕易/a 聽到/v 敵人/n 的/uj 腳步聲/n,,,,,,,
4095,,它 <使> 我 跳過 深深 的 溝 ，,它/r,我/r 跳過/x 深深/b 的/uj 溝/n,,,,,,,
4115,,睡 茶葉 枕頭 可以 <使> 心神 安寧 ，,睡/v 茶葉/n 枕頭/n 可以/c,心神/n 安寧/ns,,,,,,,
4116,,他們 可愛 的 模樣 <使> 我 每 次 都 無法 拒絕 ，,他們/r 可愛/v 的/uj 模樣/n,我/r 每/zg 次/q 都/d 無法/n 拒絕/v,,,,,,,
4121,,我們 為 了 <使> 城堡 顯得 更 雄偉 、 壯觀 ，,我們/r 為/zg 了/ul,城堡/ns 顯得/v 更/d 雄偉/a 壯觀/a,,,,,,,
4122,,它 是 <使> 我 失敗 的 敵人 ，,它/r 是/v,我/r 失敗/v 的/uj 敵人/n,,,,,,,
4132,,即便 榮縣 書記 下 了 油鍋 也 無法 <使> 數萬 餓死 的 農民 回生 了 。,即便/c 榮縣/ns 書記/n 下/f 了/ul 油鍋/n 也/d 無法/n,數萬/m 餓死/v 的/uj 農民/n 回生/v 了/ul,,,,,,,
4138,,」 真正 的 禪 就 是 <使> 我們 在 日常 生活 中 不 起 煩惱 妄想 。,真正/d 的/uj 禪/n 就/d 是/v,我們/r 在/p 日常/d 生活/vn 中/f 不/d 起/v 煩惱/a 妄想/v,,,,,,,
4140,,而 不 散亂 」 學佛 學道 必定 要 <使> 心 常 住 於 一 個 境界 ，,而/c 不/d 散亂/v 學佛/x 學道/n 必定/d 要/v,心/n 常/d 住/v 於/nr 一/m 個/zg 境界/n,,,,,,,
4145,,則 自然 任何 時刻 都 會 <使> 我們 警惕 。,則/zg 自然/d 任何/r 時刻/n 都/d 會/v,我們/r 警惕/v,,,,,,,
4163,,即可 一勞永逸 <使> 個人 帳號 成為 ８ － ｂｉｔ[+fw] 環境 。,即可/d 一勞永逸/nr,個人/n 帳號/n 成為/x fw/eng 環境/n,,,,,,,
4167,,第一 期 管線 工程 因 網路 評估 委員 們 全 力 協助 <使> 此 一 工程 得以 採用到 高品質 之 光纜 。,第一/m 期/n 管線/n 工程/n 因/p 網路/n 評估/vn 委員/n 們/k 全/a 力/n 協助/v,此/zg 一/m 工程/n 得以/v 採用/v 到/v 高品質/n 之/u 光纜/n,,,,,,,
4169,,因 西文 的 特性 <使> 國外 開發 的 資料庫 在 檢索 的 方便性 上 佔 了 極 大 的 優勢 ，,因/p 西文/nz 的/uj 特性/n,國外/s 開發/v 的/uj 資料庫/n 在/p 檢索/vn 的/uj 方便性/n 上/f 佔/v 了/ul 極/d 大/a 的/uj 優勢/n,,,,,,,
4182,,通訊 增闢 「 法令 透視 」 專欄 為 <使> 同仁 對 切身 有關 的 電腦 法令 有(V_2) 所 認識 ，,通訊/nz 增闢/v 法令/n 透視/v 專欄/n 為/zg,同仁/nr 對/p 切身/v 有關/vn 的/uj 電腦/n 法令/n 有/v V/x 2/x 所/c 認識/v,,,,,,,
4185,,如何 能 <使> 同 性質 系統 管理 成本 降至 最 低 ，,如何/r 能/v,同/p 性質/n 系統/n 管理/vn 成本/n 降至/v 最/d 低/a,,,,,,,
4189,,實施 民主 憲政 不但 能 <使> 國家 富強 ，,實施/v 民主/n 憲政/n 不但/c 能/v,國家/n 富強/v,,,,,,,
4209,,因為 他 <使> 道德 上 的 善惡 混淆 了 ，,因為/x 他/r,道德/nr 上/f 的/uj 善惡/a 混淆/v 了/ul,,,,,,,
4218,,其 廣度 與 深度 都 將 <使> 人 讚嘆 。,其/r 廣度/ns 與/zg 深度/ns 都/d 將/zg,人/n 讚/x 嘆/zg,,,,,,,
4221,,」 這 句 話 <使> 他 覺得 自己 罪有應得 ，,這/zg 句/q 話/n,他/r 覺得/v 自己/r 罪有應得/i,,,,,,,
4223,,到底 什麼 力量 <使> 她 那麼 興奮 呢 ？,到底/d 什麼/r 力量/n,她/r 那麼/r 興奮/v 呢/y,,,,,,,
4224,,在 戀愛 過程 中 只 知 如何 <使> 對方 能 得到 更 大 的 快樂 。,在/p 戀愛/v 過程/n 中/f 只/d 知/v 如何/r,對方/n 能/v 得到/v 更/d 大/a 的/uj 快樂/a,,,,,,,
4226,,那 就 是 <使> 我們 很 容易 看到 一些 「 不 滿足 」 。,那/r 就/d 是/v,我們/r 很/zg 容易/a 看到/v 一些/m 不/d 滿足/v,,,,,,,
4227,,想 告訴 媽媽 一些 <使> 她 高興 的 話 。,想/v 告訴/v 媽媽/n 一些/m,她/r 高興/b 的/uj 話/n,,,,,,,
4229,,因 過去 的 習慣 <使> 我 「 耳聾 」 。,因/p 過去/t 的/uj 習慣/n,我/r 耳聾/vn,,,,,,,
4233,,佛家 用 「 禪定 」 的 美 來 <使> 心 定 。,佛家/n 用/p 禪定/n 的/uj 美/ns 來/zg,心/n 定/v,,,,,,,
4238,,乃 因 他 有(V_2) 可以 <使> 人 樂於 借 他 的 故事 ，,乃/v 因/p 他/r 有/v V/x 2/x 可以/c,人/n 樂於/v 借/v 他/r 的/uj 故事/n,,,,,,,
4252,,階級 常 <使> 親和 消失 ，,階級/n 常/d,親和/x 消失/n,,,,,,,
4254,,而 尊重性 的 平等 討論 常 <使> 真理 的 火花 迸發 。,而/c 尊重/a 性/n 的/uj 平等/a 討論/v 常/d,真理/n 的/uj 火花/n 迸發/v,,,,,,,
4257,,他們 為何 <使> 你 崇拜 或 欣賞 ？,他們/r 為何/x,你/r 崇拜/nrt 或/c 欣賞/v,,,,,,,
4260,,從 「 那兒 」 <使> 自己 活出 意義 ，,從/zg 那兒/r,自己/r 活出/v 意義/n,,,,,,,
4261,,也 從 那兒 <使> 人 認識 你 的 存在 。,也/d 從/zg 那兒/r,人/n 認識/v 你/r 的/uj 存在/v,,,,,,,
4262,,其 目的 是 要 <使> 自己 能 澈澈底底 的 了解 ，,其/r 目的/n 是/v 要/v,自己/r 能/v 澈/g 澈底/nr 底/f 的/uj 了解/v,,,,,,,
4264,,它 不僅 <使> 我 很 清楚 每 天 的 工作 內容 ，,它/r 不僅/c,我/r 很/zg 清楚/a 每/zg 天/q 的/uj 工作/vn 內容/n,,,,,,,
4268,,這 次 的 經驗 <使> 我 發現 ，,這/zg 次/q 的/uj 經驗/n,我/r 發現/v,,,,,,,
4270,,李瑞河 先生 能 <使> 傳統性 的 茶葉 脫胎換骨 ，,李瑞河/x 先生/n 能/v,傳統性/n 的/uj 茶葉/n 脫胎換骨/i,,,,,,,
4271,,這 種 特殊 現象 <使> 他 很 納悶 ：,這/zg 種/m 特殊/a 現象/n,他/r 很/zg 納悶/v,,,,,,,
4272,,居民 的 生活 水準 <使> 他們 無 此 「 奢侈 」 享受 ，,居民/n 的/uj 生活/vn 水準/n,他們/r 無/v 此/zg 奢侈/a 享受/v,,,,,,,
4273,,李 先生 的 「 市場眼 」 不獨 <使> 他 在 創業 之初 即 順利 成功 更 影響到 他 日後 的 連鎖店 的 選擇 。,李/nr 先生/n 的/uj 市場/n 眼/n 不獨/d,他/r 在/p 創業/n 之初/x 即/v 順利/ad 成功/a 更/d 影響/vn 到/v 他/r 日後/t 的/uj 連鎖店/n 的/uj 選擇/v,,,,,,,
4274,,神通[+prop] 所 悟出 的 新 捷徑 終於 <使> 它 邁向 坦途 。,神通/nz prop/eng 所/c 悟出/v 的/uj 新/a 捷徑/n 終於/d,它/r 邁向/v 坦途/n,,,,,,,
4277,,這 種 雄心 抱負 終於 <使> 他 脫離 薪水 階級 ，,這/zg 種/m 雄心/n 抱負/v 終於/d,他/r 脫離/v 薪水/n 階級/n,,,,,,,
4280,,他 的 睿智 見解 常 輕易 <使> 危難 化險為夷 ，,他/r 的/uj 睿智/a 見解/v 常/d 輕易/a,危難/an 化險/x 為/zg 夷/ng,,,,,,,
4281,,經理人 的 興起 已 <使> 創業主 不得不 借助 他們 來 幫助 企業 的 「 守成 」 和 提高 效率 。,經理人/n 的/uj 興起/v 已/d,創業/n 主/b 不得不/d 借助/v 他們/r 來/zg 幫助/v 企業/n 的/uj 守成/v 和/c 提高/v 效率/n,,,,,,,
4282,,而 如何 <使> 其 樂團 眾 高手 聽從 他 的 魔棒 指揮 ，,而/c 如何/r,其/r 樂團/n 眾/x 高手/n 聽從/v 他/r 的/uj 魔棒/n 指揮/v,,,,,,,
4292,,方 能 <使> 老闆 玩 得 起勁 和 長久 ，,方/n 能/v,老闆/n 玩/v 得/ud 起勁/v 和/c 長久/d,,,,,,,
4296,,過去 的 經歷 <使> 他 一旦 看到 能夠 發揮 他 個人 專長 方面 的 事 ，,過去/t 的/uj 經歷/n,他/r 一旦/d 看到/v 能夠/v 發揮/v 他/r 個人/n 專長/n 方面/n 的/uj 事/n,,,,,,,
4300,,當 一 個 人 拉起 控制桿 <使> 飛機 起飛 時 ，,當/t 一/m 個/zg 人/n 拉起/v 控制桿/n,飛機/n 起飛/v 時/zg,,,,,,,
4303,,他 要 努力 設法 <使> 所有 的 球員 盡可能 發揮 其 專長 與 才華 ，,他/r 要/v 努力/ad 設法/n,所有/b 的/uj 球員/n 盡/zg 可能/v 發揮/v 其/r 專長/n 與/zg 才華/nr,,,,,,,
4304,,以及 「 設法 <使> 其 成為 勝利 者 」 諸 篇 ，,以及/c 設法/n,其/r 成為/x 勝利/vn 者/k 諸/r 篇/q,,,,,,,
4312,,設法 <使> 員工 成為 勝利 者 「 …,設法/n,員工/n 成為/x 勝利/vn 者/k,,,,,,,
4314,,松下 之 長 乃 在 他 能 設法 <使> 員工 成為 「 勝利 者 」 ，,松下/n 之/u 長/zg 乃/v 在/p 他/r 能/v 設法/n,員工/n 成為/x 勝利/vn 者/k,,,,,,,
4315,,或 這麼 做 可以 <使> 他 成為 一 個 有用 的 人 。,或/c 這麼/r 做/v 可以/c,他/r 成為/x 一/m 個/zg 有用/v 的/uj 人/n,,,,,,,
4317,,此 乃 由於 內 生 激勵 <使> 他 幹勁 大 ，,此/zg 乃/v 由於/c 內/n 生/vn 激勵/v,他/r 幹勁/a 大/a,,,,,,,
4320,,宋 局長 的 創新 作為 <使> 他們 感受到 那 種 被 「 關注 」 與 被 鞭策 的 氣氛 ，,宋/nr 局長/n 的/uj 創新/v 作為/x,他們/r 感受/v 到/v 那/r 種/m 被/p 關注/v 與/zg 被/p 鞭策/n 的/uj 氣氛/n,,,,,,,
4323,,太多 的 事 <使> 他 無法 靜下心 來 「 思考 」 ，,太多/ns 的/uj 事/n,他/r 無法/n 靜下心/x 來/zg 思考/v,,,,,,,
4324,,病人 的 合作 是 <使> 病 治癒 不可或缺 的 基礎 ；,病人/n 的/uj 合作/vn 是/v,病/n 治癒/v 不可或缺/l 的/uj 基礎/n,,,,,,,
4329,,這 景象 <使> 人 感到 很 溫馨 。,這/zg 景象/n,人/n 感到/v 很/zg 溫馨/nr,,,,,,,
4335,,隔世 之 果 和 隔世 之 因 往往 <使> 人 無法 理解 。,隔世/v 之/u 果/ng 和/c 隔世/v 之/u 因/p 往往/t,人/n 無法/n 理解/v,,,,,,,
4336,,慢 心 會 <使> 眾生 遠離 我們 ，,慢/a 心/n 會/v,眾生/x 遠離/v 我們/r,,,,,,,
4340,,它 的 優美 動作 能 <使> 人 「 會心微笑 」 。,它/r 的/uj 優美/a 動作/n 能/v,人/n 會心微笑/n,,,,,,,
4343,,下筆 竟 無法 <使> 自己 的 文字 達到 文學性 的 要求 ，,下筆/v 竟/d 無法/n,自己/r 的/uj 文字/n 達到/v 文學性/n 的/uj 要求/v,,,,,,,
4344,,她 常 為 了 <使> 丈夫 、 孩子 重視 她 的 存在 ，,她/r 常/d 為/zg 了/ul,丈夫/n 孩子/n 重視/v 她/r 的/uj 存在/v,,,,,,,
4345,,她 更 要 <使> 家人 感到 「 她 」 的 重要性 。,她/r 更/d 要/v,家人/n 感到/v 她/r 的/uj 重要性/n,,,,,,,
4348,,蒙特西諾 卻 變成 一 個 <使> 祕魯 蒙羞 的 名字 ，,蒙特/ns 西諾/x 卻/d 變成/v 一/m 個/zg,祕魯/ns 蒙羞/nr 的/uj 名字/n,,,,,,,
4349,,提出 諸多 道理 <使> 人們 相信 ：,提出/v 諸多/m 道理/n,人們/n 相信/v,,,,,,,
4355,,筆者 之 用意 只 在 不 <使> 台灣 客家 歷史 文化 語言 斷根 。,筆者/n 之/u 用意/v 只/d 在/p 不/d,台灣/x 客家/n 歷史/n 文化/n 語言/n 斷根/n,,,,,,,
4357,,我們 只 需 看 它 能否 <使> 人 的 需要 和 利益 得到 滿足 和 實現 。,我們/r 只/d 需/v 看/v 它/r 能否/v,人/n 的/uj 需要/v 和/c 利益/n 得到/v 滿足/v 和/c 實現/v,,,,,,,
4358,,他們 不過 是 為了 <使> 自己 的 這 種 偏好 得到 實現 。,他們/r 不過/c 是/v 為/zg 了/ul,自己/r 的/uj 這/zg 種/m 偏好/d 得到/v 實現/v,,,,,,,
4359,,我們 只 應 <使> 它們 所 遭受 的 痛苦[+nom] 不 大於 它們 在 常規 的 自然 環境 中 所 遭受 的 痛苦[+nom] ，,我們/r 只/d 應/v,它們/r 所/c 遭受/v 的/uj 痛苦/an nom/eng 不/d 大於/d 它們/r 在/p 常規/n 的/uj 自然/d 環境/n 中/f 所/c 遭受/v 的/uj 痛苦/an nom/eng,,,,,,,
4360,,這 種 踐踏 給 少數 無辜 者 所 帶來 的 傷害 將 <使> 他 / 它們 的 處境 比 多數 無辜 者 （ 也 遭受 類似 的 傷害 ） 更 糟 ，,這/zg 種/m 踐踏/v 給/p 少數/m 無辜/n 者/k 所/c 帶來/v 的/uj 傷害/a 將/zg,他/r 它們/r 的/uj 處境/n 比/p 多數/m 無辜/n 者/k 也/d 遭受/v 類似/v 的/uj 傷害/a 更/d 糟/v,,,,,,,
4362,,不僅 有助於 人們 克服 他們 那 種 對 其它 存在物 的 痛苦[+nom] 麻木不仁 、 甚至 殘酷 的 人格 傾向 （ 這 種 傾向 會 <使> 一 個 人 對 他人 也 變 得 冷漠 無情 ） ，,不僅/c 有助於/v 人們/n 克服/v 他們/r 那/r 種/m 對/p 其它/r 存在物/n 的/uj 痛苦/an nom/eng 麻木不仁/i 甚至/d 殘酷/a 的/uj 人格/n 傾向/v 這/zg 種/m 傾向/v 會/v,一/m 個/zg 人/n 對/p 他人/r 也/d 變/zg 得/ud 冷漠/n 無情/n,,,,,,,
4365,,他 那 種 散文式 的 訴諸 情感 和 直覺 的 寫作 方法 又 往往 <使> 他 的 理論 顯得 過於 浪漫 和 天真 ，,他/r 那/r 種/m 散文式/n 的/uj 訴諸/v 情感/n 和/c 直覺/n 的/uj 寫作/v 方法/n 又/d 往往/t,他/r 的/uj 理論/n 顯得/v 過於/v 浪漫/a 和/c 天真/nz,,,,,,,
4372,,其二 是 那 <使> 提問 之 所向 成為 可能 的 先見 （ 活動 （ ，,其二/r 是/v 那/r,提問/v 之/u 所向/b 成為/x 可能/v 的/uj 先見/n 活動/vn,,,,,,,
4373,,它 <使> 提問 者 的 注意力 全然 集中 於 提問 所向 之 what ，,它/r,提問/v 者/k 的/uj 注意力/n 全然/ad 集中/v 於/nr 提問/v 所向/b 之/u what/eng,,,,,,,
4376,,現象學 認為 對 此 一 <使> 提問 之 所向 的 what （ 對象 （ 成為 可能 的 活動 的 提問 ，,現象學/n 認為/x 對/p 此/zg 一/m,提問/v 之/u 所向/b 的/uj what/eng 對象/n 成為/x 可能/v 的/uj 活動/vn 的/uj 提問/v,,,,,,,
4381,,貧窮 和 兩極 分化 、 戰爭 、 生態 浩劫 很 可能 <使> 人類 倒退 回 野蠻 社會 。,貧窮/a 和/c 兩極/n 分化/vn 戰爭/n 生態/n 浩劫/v 很/zg 可能/v,人類/n 倒退/v 回/v 野蠻/a 社會/n,,,,,,,
4382,,它 <使> 一切 人際 關係 都 變成 金錢 交易 ，,它/r,一切/r 人際/n 關係/n 都/d 變成/v 金錢/n 交易/n,,,,,,,
4383,,就 有(V_2) 辦法 <使> 大官 也 來 為 你 推磨 。,就/d 有/v V/x 2/x 辦法/n,大官/n 也/d 來/zg 為/zg 你/r 推磨/v,,,,,,,
4385,,亦 即 它 <使> 還原 的 執行 者 從 一 內在 的 已 構成 的 對象 的 層次 進入 到 那 先於 對象 而 構成 對象 的 層次 。,亦/d 即/v 它/r,還原/v 的/uj 執行/v 者/k 從/zg 一/m 內在/b 的/uj 已/d 構成/v 的/uj 對象/n 的/uj 層次/m 進入/v 到/v 那/r 先於/d 對象/n 而/c 構成/v 對象/n 的/uj 層次/m,,,,,,,
4391,,覺知 能量 才 <使> 我們 抓[+vrv] 的 住[+vrr] 能量 的 作用 ，,覺知/x 能量/n 才/d,我們/r 抓/v vrv/eng 的/uj 住/v vrr/eng 能量/n 的/uj 作用/v,,,,,,,
4403,,移民 者 較 相信 宗教 修行 會 <使> 人 產生 特殊 能力 、 也 較 相信 神媒 可以 替 人 治病 ，,移民/n 者/k 較/zg 相信/v 宗教/n 修行/v 會/v,人/n 產生/n 特殊/a 能力/n 也/d 較/zg 相信/v 神媒/x 可以/c 替/p 人/n 治病/v,,,,,,,
4405,,但是 他 的 「 科學 研究 綱領 方法論 」 會 <使> 「 畫 界 問題 」 更形 模糊 。,但是/c 他/r 的/uj 科學/n 研究/vn 綱領/n 方法論/n 會/v,畫/n 界/n 問題/n 更形/x 模糊/a,,,,,,,
4409,,結構 功能論 者 的 社會 權利 與 責任 觀點 將 <使> 不 均衡 的 權力 和 社會 位階 關係 益形 穩固 。,結構/n 功能/n 論/zg 者/k 的/uj 社會/n 權利/n 與/zg 責任/n 觀點/n 將/zg,不/d 均衡/a 的/uj 權力/n 和/c 社會/n 位階/n 關係/n 益形/x 穩固/a,,,,,,,
4413,,因 這些 靈力 會 <使> 人 無法 安居樂業 ，,因/p 這些/r 靈力/n 會/v,人/n 無法/n 安居樂業/nz,,,,,,,
4415,,細胞 柔和 的 感覺 <使> 人 倍覺 欣慰 。,細胞/n 柔和/a 的/uj 感覺/n,人/n 倍覺/n 欣慰/v,,,,,,,
4419,,他 就 施行 法術 <使> 這 位 老師 的 父親 在 一 天 之內 雙目 失明 ，,他/r 就/d 施行/v 法術/n,這/zg 位/q 老師/n 的/uj 父親/n 在/p 一/m 天/q 之內/f 雙目/n 失明/v,,,,,,,
4422,,「 你們 中間 不可 有(V_2) 人 <使> 兒女 經火 ，,你們/r 中間/f 不可/v 有/v V/x 2/x 人/n,兒女/n 經火/x,,,,,,,
4428,,但 這些 鬼神 卻 <使> 他們 無法 安居樂業 ，,但/c 這些/r 鬼神/n 卻/d,他們/r 無法/n 安居樂業/nz,,,,,,,
4432,,這 個 意識 形態 的 籠罩 <使> 台灣 完全 「 免疫 」 於 西方 和 中國 大陸 正 肆虐 的 對 權威 挑戰 運動 。,這/zg 個/zg 意識/n 形態/n 的/uj 籠罩/v,台灣/x 完全/ad 免疫/v 於/nr 西方/s 和/c 中國/ns 大陸/n 正/d 肆虐/v 的/uj 對/p 權威/nr 挑戰/vn 運動/vn,,,,,,,
4435,,而 亞洲 金融 危機 <使> 原本 在 開發中 國家 的 資金 大量 移轉 美國 股市 ，,而/c 亞洲/ns 金融/n 危機/n,原本/n 在/p 開發/v 中/f 國家/n 的/uj 資金/n 大量/n 移轉/vn 美國/ns 股市/n,,,,,,,
4439,,經濟學家 估計 通用 罷工 <使> 美國 今年 經濟 成長率 減少 ． 五 個 百分點 。,經濟學家/n 估計/v 通用/v 罷工/v,美國/ns 今年/t 經濟/n 成長率/n 減少/v 五/m 個/zg 百分點/m,,,,,,,
4445,,則 只是 經由 兩 階段 漂白 <使> 其 合法化 罷了 。,則/zg 只是/c 經由/p 兩/m 階段/n 漂白/v,其/r 合法化/vn 罷了/y,,,,,,,
4446,,則 行政 部門 未 能 在 辦法 訂頒 前 即 先行 修正 相關 法規 <使> 其 不致 有(V_2) 違規 之 實 ，,則/zg 行政/n 部門/n 未/d 能/v 在/p 辦法/n 訂/v 頒/v 前/f 即/v 先行/n 修正/nr 相關/v 法規/n,其/r 不致/c 有/v V/x 2/x 違規/vn 之/u 實/n,,,,,,,
4448,,乃至 變更 法令 以 <使> 違法 違規 得以 「 就地 合法 」 的 戲碼 。,乃至/c 變更/v 法令/n 以/p,違法/vn 違規/vn 得以/v 就/d 地/uv 合法/n 的/uj 戲碼/n,,,,,,,
4450,,如此 行徑 <使> 日本 在 亞洲 喪失 國格 與 尊嚴 事 小 ，,如此/c 行徑/n,日本/ns 在/p 亞洲/ns 喪失/v 國格/n 與/zg 尊嚴/a 事/n 小/a,,,,,,,
4452,,期 能 <使> 軟體 程式 如 硬體 一樣 的 快速 發展 ，,期/n 能/v,軟體/n 程式/n 如/v 硬體/n 一樣/r 的/uj 快速/d 發展/vn,,,,,,,
4453,,但是 波普 一直 強調 的 傳統 文化 ─ <使> 民主 制度 落實 可行 的 傳統 文化 ，,但是/c 波普/x 一直/d 強調/v 的/uj 傳統/n 文化/n,民主/n 制度/n 落實/a 可行/v 的/uj 傳統/n 文化/n,,,,,,,
4455,,扛 在 個 人 肩 上 的 重擔 <使> 人 步履 不 穩 、 心 中 不安 ，,扛/zg 在/p 個/zg 人/n 肩/n 上/f 的/uj 重擔/v,人/n 步履/nr 不/d 穩/a 心/n 中/f 不安/a,,,,,,,
4456,,是 什麼 因素 <使> 我們 深怕 成為 一 個 安於 織 襪子 給 第十 個 兒女 ，,是/v 什麼/r 因素/n,我們/r 深怕/a 成為/x 一/m 個/zg 安於/v 織/zg 襪子/n 給/p 第十/m 個/zg 兒女/n,,,,,,,
4457,,這 敵對 <使> 後 她 忘 了 該 要求 男性 分擔 現實 勞役 ；,這/zg 敵對/n,後/f 她/r 忘/v 了/ul 該/r 要求/v 男性/n 分擔/v 現實/n 勞役/n,,,,,,,
4468,,我們 正在 <使> 地球 暖化 中 ，,我們/r 正在/t,地球/n 暖化/x 中/f,,,,,,,
4470,,聖嬰 現象 加上 全球 升 溫 的 潛在 趨勢 可能 會 <使> 一九九八年 成為 幾世紀 來 氣溫 最 高 的 一 年 。,聖嬰/n 現象/n 加上/v 全球/n 升/zg 溫/zg 的/uj 潛在/t 趨勢/n 可能/v 會/v,一九九八年/m 成為/x 幾世紀/n 來/zg 氣溫/n 最/d 高/a 的/uj 一/m 年/m,,,,,,,
4483,,高 量 的 紫外線 可能 會 <使> 人類 將 罹患 白內障 和 皮膚癌 ，,高/a 量/n 的/uj 紫外線/n 可能/v 會/v,人類/n 將/zg 罹患/v 白內障/n 和/c 皮膚癌/n,,,,,,,
4496,,兒童 性虐待 問題 常 會 <使> 兒童 長大 後 因 心理 傷害 而 淪為 雛妓 ，,兒童/n 性虐待/n 問題/n 常/d 會/v,兒童/n 長大/ns 後/f 因/p 心理/n 傷害/a 而/c 淪為/x 雛妓/n,,,,,,,
4499,,由於 無法 <使> 原先 設計 的 飛機 飛 得 更 遠 ，,由於/c 無法/n,原先/d 設計/vn 的/uj 飛機/n 飛/n 得/ud 更/d 遠/zg,,,,,,,
4501,,程式化 <使> 詞 達到 了 一 個 新 的 藝術 高度 ，,程式化/nr,詞/n 達到/v 了/ul 一/m 個/zg 新/a 的/uj 藝術/n 高度/n,,,,,,,
4505,,而 不 是 作為 始祖 崇拜 的 圖騰 （ 這 就 <使> 我們 想到 為什麼 福建 的 簡稱 總是 有(V_2) 「 虫 的 閩 或 蠻 ） 。,而/c 不/d 是/v 作為/x 始祖/nrt 崇拜/nrt 的/uj 圖騰/n 這/zg 就/d,我們/r 想到/v 為/zg 什麼/r 福建/ns 的/uj 簡稱/v 總是/c 有/v V/x 2/x 虫/n 的/uj 閩/j 或/c 蠻/d,,,,,,,
4506,,座落 於 院 外 可能 <使> 一些 人 還 不 知道 ，,座落/n 於/nr 院/n 外/f 可能/v,一些/m 人/n 還/d 不/d 知道/v,,,,,,,
4508,,如何 <使> 西畫 有(V_2) 東方 色彩 ？,如何/r,西畫/n 有/v V/x 2/x 東方/s 色彩/n,,,,,,,
4516,,這 件 事 <使> 母親 產生 責任感 吧 ？,這/zg 件/zg 事/n,母親/n 產生/n 責任感/n 吧/y,,,,,,,
4520,,這 一 計劃 更 能夠 <使> 本 國 企業 根 留 台灣 ，,這/zg 一/m 計劃/n 更/d 能夠/v,本/r 國/n 企業/n 根/p 留/v 台灣/x,,,,,,,
4533,,民族 矛盾 的 激化 <使> 右派 保守 勢力 有機可乘 。,民族/n 矛盾/an 的/uj 激化/v,右派/n 保守/v 勢力/n 有機可乘/l,,,,,,,
4534,,他 才 能 <使> 他 的 國家 及 其他 國家 ，,他/r 才/d 能/v,他/r 的/uj 國家/n 及/c 其他/r 國家/n,,,,,,,
4535,,首度 總理級 會談 曾 <使> 民眾 大感興趣 ，,首度/n 總理/n 級/q 會談/v 曾/d,民眾/x 大/a 感興趣/n,,,,,,,
4538,,他們 所 提倡 的 裁軍 政策 <使> 他們 在 八０年代 獲得 不少 民眾 的 支持 。,他們/r 所/c 提倡/v 的/uj 裁軍/n 政策/n,他們/r 在/p 八/m 年代/t 獲得/v 不少/d 民眾/x 的/uj 支持/v,,,,,,,
4540,,民主 的 方式 <使> 朝鮮半島 問題 獲致 公平 合理 的 解決 。,民主/n 的/uj 方式/n,朝鮮半島/ns 問題/n 獲致/v 公平/n 合理/vn 的/uj 解決/v,,,,,,,
4541,,他們 必須 作 犧牲 以 <使> 國際法 獲得 尊重 。,他們/r 必須/d 作/v 犧牲/v 以/p,國際法/n 獲得/v 尊重/a,,,,,,,
4544,,這 項 增援 行動 <使> 伊拉克 得以 將 其 防線 延伸 至 科威特 西部 邊界 ，,這/zg 項/n 增援/v 行動/vn,伊拉克/nrt 得以/v 將/zg 其/r 防線/n 延伸/v 至/p 科威特/nr 西部/f 邊界/n,,,,,,,
4546,,加以 海 上 油輪 儲 油 的 措施 <使> 安全 存量 提高 至 一百四十 天 左右 ，,加以/v 海/n 上/f 油輪/n 儲/zg 油/n 的/uj 措施/n,安全/an 存量/n 提高/v 至/p 一百四十/m 天/q 左右/m,,,,,,,
4551,,同時 男性 應該 放棄 <使> 自己 必須 有(V_2) 英雄 氣概 的 想法 ，,同時/c 男性/n 應該/v 放棄/v,自己/r 必須/d 有/v V/x 2/x 英雄/ns 氣概/n 的/uj 想法/v,,,,,,,
