"","ResuPred","Sentence","Causer","MentalS","Causee","MentalO","Property","Transitivity","Varieties","Resource"
"218","使","既要 注意 体<U+73B0> 党章 的 基本 原<U+5219> 和 精神 ， 符合 <U+56FD>家 法律 法<U+89C4> ， 也 要 同 其他 方面 法<U+89C4> 制度 相 <U+8854>接 ， <使> <U+5B9E>体性 法<U+89C4> 制度 和 程序性 法<U+89C4> 制度 、 <U+7EFC>合性 <U+89C4>定 和 <U+4E13><U+95E8>性 <U+89C4>定 、 下位 法<U+89C4> 制度 和 上位 法<U+89C4> 制度 相互 <U+534F><U+8C03> 、 相<U+8F85>相成 ， 提升 法<U+89C4> 制度 整体 效<U+5E94> 。","同 其他 方面 法<U+89C4> 制度 相 <U+8854>接",0,"<U+5B9E>体性 法<U+89C4> 制度 和 程序性 法<U+89C4> 制度 、 <U+7EFC>合性 <U+89C4>定 和 <U+4E13><U+95E8>性 <U+89C4>定 、 下位 法<U+89C4> 制度 和 上位 法<U+89C4> 制度",0,"physical","INTR","CHS","ASBC"
"219","使","反腐 倡廉 法<U+89C4> 制度 建<U+8BBE> 必<U+987B> 做到 要素 <U+9F50>全 ， 既有 激<U+52B1>性 ， 又 有 <U+60E9>戒性 ， <使> 遵守 者 得到 表彰 <U+5956><U+52B1> ， <U+8FDD>反者 受到 <U+4E25><U+5389> <U+60E9><U+5904> 。","反腐 倡廉 法<U+89C4> 制度 建<U+8BBE>",0,"遵守 者",1,"affective","TR","CHS","ASBC"
"220","使","要 <U+603B><U+7ED3> <U+7ECF><U+9A8C> ， 健全 体制 机制 ， <使> 各 种 <U+76D1>督 更加 <U+89C4>范 、 更加 有力 、 更加 有效 。","<U+603B><U+7ED3> <U+7ECF><U+9A8C> ， 健全 体制 机制 ，",0,"各 种 <U+76D1>督",0,"physical","INTR","CHS","ASBC"
"221","使","道德 <使> 人向善 ， 是 <U+7EAA>律 的 必要 前提 和 基<U+7840> ； <U+7EAA>律 用<U+6765> <U+60E9><U+6076> ， 是 道德 的 <U+575A><U+5F3A> 后盾 和 保障 。","道德",0,"人",1,"affective","INTR","CHS","ASBC"
"222","使","<U+5F53> 与 用<U+6237> 探<U+8BA8> CRM 系<U+7EDF> 的 <U+5E94>用 <U+65F6> ， <U+8F6F>件 供<U+5E94>商 <U+9648><U+65E7>而 空洞 的 <U+8BF4><U+8F9E> <使> 其 <U+5904>于 非常 不利 的 位置 。","<U+8BF4><U+8F9E>",0,"其 (<U+8F6F>件 供<U+5E94>商)",1,"affective","TR","CHS","ASBC"
"223","使","技<U+672F> 的 快速 <U+53D1>展 ， 把 定<U+4E49> <U+8FDB>行 充<U+5B9E>化 ， <U+4ECE>而 <使> 其 <U+663E>得 准确 而 清晰 ， 使 <U+7EDF><U+8BA1> <U+8C03>查 易于 <U+5B9E>行 ， <U+8FD9> 一 做法 已 被 <U+5E7F>泛 <U+8BA4>可 。","技<U+672F> 的 快速 <U+53D1>展",0,"其 (定<U+4E49>)",0,"physical","TR","CHS","ASBC"
"224","使","技<U+672F> 的 快速 <U+53D1>展 ， 把 定<U+4E49> <U+8FDB>行 充<U+5B9E>化 ， <U+4ECE>而 使 其 <U+663E>得 准确 而 清晰 ， <使> <U+7EDF><U+8BA1> <U+8C03>查 易于 <U+5B9E>行 ， <U+8FD9> 一 做法 已 被 <U+5E7F>泛 <U+8BA4>可 。","技<U+672F> 的 快速 <U+53D1>展",0,"<U+7EDF><U+8BA1> <U+8C03>查",0,"physical","TR","CHS","ASBC"
"225","使","同<U+65F6> ， <U+968F><U+7740> <U+9971> 水 <U+65F6><U+95F4> 的 增加 ， <U+9875>岩 中 <U+7EFF>泥石 和 白云母 <U+77FF>物 遇水 <U+4EA7>生 膨<U+80C0> ， <使> 片 <U+5C42><U+72B6> <U+7ED3>构 分散 <U+5265>离 出 <U+7EC6>小 <U+77FF>物 <U+9897>粒 ， 并 <U+4EA7>生 大量 松散 多孔 的 絮<U+72B6>物 ； 由于 水化 作用 的 影<U+54CD> ， <U+9875>岩 原有 的 致密 <U+5C42><U+72B6> <U+7ED3>构 <U+53D8>得 松散 破碎 ， <U+77FF>物 <U+9897>粒 之<U+95F4> 的 <U+80F6><U+7ED3> 逐步 破坏 ， 孔隙 、 裂隙 增多 ， 宏<U+89C2> 上 表<U+73B0> <U+4E3A>","<U+7EFF>泥石 和 白云母 <U+77FF>物",0,"片 <U+5C42><U+72B6> <U+7ED3>构",0,"physical","TR","CHS","ASBC"
"226","使","方面 的 <U+95EE><U+9898> ： 1 、 <U+4E3A> <U+5B66>生 提供 知<U+8BC6> <U+8FC7>渡 <U+6865>梁 和 <U+9636>梯 ， <U+5B9E><U+73B0> 知<U+8BC6> 有效 <U+5BF9>接 ； 2 、 <U+4E3A> <U+5B66>生 提供 必要 的 思<U+7EF4> <U+8BAD><U+7EC3> 与 指<U+5BFC> ， <U+8BA9> <U+5B66>生 的 思<U+7EF4> 得以 科<U+5B66> <U+8F6C><U+6362> ； 3 、 <U+4E3A> <U+5B66>生 做好 必要 的 <U+94FA><U+57AB> 与 准<U+5907> ， <使> <U+5B66>生 的 <U+5B66><U+4E60> 策略 有 <U+5B9E><U+8D28>性","<U+4E3A> <U+5B66>生 做好 必要 的 <U+94FA><U+57AB> 与 准<U+5907>",0,"<U+5B66>生 的 <U+5B66><U+4E60> 策略",0,"physical","TR","CHS","ASBC"
"227","使","HACCP 是 危害 分析 <U+5173><U+952E> 控制<U+70B9> 的 <U+8BCD>首 字母 的 <U+7F29><U+5199> ， 是 人<U+4EEC> 用<U+6765> 控制 食品 安全 危害 的 一 种 通常 技<U+672F> ， 一 <U+4E2A> 分析 工具 ， 也 是 一 种 重要 的 管理 体系 ， 它 可以 与 任何 操作 相 <U+7ED3>合 ， 能 <使> 正在 <U+8FDB>行 的 食品 安全性 <U+9879>目 保持 <U+7ECF><U+6D4E> 有效 ， 然而 ， 在 理解 它 的 概念 之前 HACCP 可能 表面 看 起<U+6765> 很 复<U+6742> 和 教<U+6761> 但 只要 <U+7ECF><U+8FC7> 短<U+65F6><U+95F4> 的 培<U+8BAD> 和 <U+7EC3><U+8BAD> 和 <U+7EC3><U+4E60> 就 可以 掌握 。","HACCP",0,"正在 <U+8FDB>行 的 食品 安全性 <U+9879>目",0,"physical","INTR","CHS","ASBC"
"228","使","HACCP <U+4ECE> 生<U+4EA7> 角度 <U+6765><U+8BF4> 是 安全 控制 系<U+7EDF> ， 是 <使> <U+4EA7>品 <U+4ECE> 投料 <U+5F00>始 至 成品 保<U+8BC1> <U+8D28>量 安全 的 体系 ， 如果 使用 了 HACCP 的 管理 系<U+7EDF> 最 突出 的 优<U+70B9> 是 ： 1 .","HACCP",0,"<U+4EA7>品",0,"physical","TR","CHS","ASBC"
"229","使","HACCP 必<U+987B> 建立 在 食品 安全 <U+9879>目 的 基<U+7840> 上 才 能 <使> 它 <U+8FD0>行 。","建立 在 食品 安全 <U+9879>目 的 基<U+7840> 上",0,"它 (HACCP)",0,"physical","INTR","CHS","ASBC"
"230","使","青藏 <U+94C1>路 建成 后 不<U+4EC5> <使> <U+8FDB>藏 旅客 能 <U+9009><U+62E9> <U+8D39>用 低廉 的 <U+94C1>路 <U+8FD0><U+8F93> ， <U+8FD8> 可以 在 列<U+8F66> 上 <U+9971><U+89C8> <U+98CE>光 ， 逐步 适<U+5E94> 高原 气候 ， <U+51CF><U+8F7B> 高原 反<U+5E94> 。","青藏 <U+94C1>路",0,"旅客",1,"affective","TR","CHS","ASBC"
"231","使","<U+5BF9>于 拆 入 方 的 CFP 金融 机构 <U+6765><U+8BF4> ， 同<U+4E1A> 借<U+8D37> 可以 <使> 其 及<U+65F6> <U+83B7>得 足<U+989D> 的 短期 <U+8D44>金 ， 拓展 <U+8D44><U+4EA7> <U+4E1A><U+52A1> 。","同<U+4E1A> 借<U+8D37>",0,"其 (拆 入 方 的 CFP 金融 机构)",0,"physical","TR","CHS","ASBC"
"232","使","浸<U+9540> <U+65F6> 此 熔<U+5242> <U+5C42> 受<U+70ED> <U+6325><U+53D1> ， <使> 新<U+9C9C> 的 <U+94A2> 表面 与 熔融 金<U+5C5E> 直接 接触 ， <U+53D1>生 浸<U+6DA6> 、 溶解 、 化<U+5B66> 反<U+5E94> 、 <U+6269>散 。","熔<U+5242> <U+5C42>",0,"新<U+9C9C> 的 <U+94A2> 表面",0,"physical","INTR","CHS","ASBC"
"233","使","10 、 家庭 治<U+7597> ： 是 心理 治<U+7597> 的 一 种 形式 ， 治<U+7597> <U+5BF9>象 不 只是 病人 本人 ， 而是 通<U+8FC7> 在 家庭 成<U+5458> <U+5185>部 促<U+8FDB> <U+8C05>解 ， 增<U+8FDB> 情感 交流 和 相互 <U+5173>心 的 作法 ， <使> 每 <U+4E2A> 家庭 成<U+5458> 了解 家庭 中 病<U+6001> 情感 <U+7ED3>构 ， 以 <U+7EA0>正 其 共 有的 心理 病<U+6001> ， 改善 家庭 功能 ， <U+4EA7>生 治<U+7597> 性的 影<U+54CD> ， <U+8FBE>到 和睦 相<U+5904> ， 向 正常 <U+53D1>展 的 目的 。","家庭 治<U+7597>",0,"每 <U+4E2A> 家庭 成<U+5458>",1,"affective","TR","CHS","ASBC"
"234","使","11 、 心理<U+5267> ： 是 一 种 可以 <使> 患者 的 感情 得以 <U+53D1>泄 <U+4ECE>而 <U+8FBE>到 治<U+7597> 效果 的 <U+620F><U+5267> 。","心理<U+5267>",0,"患者 的 感情",0,"physical","TR","CHS","ASBC"
"235","使","3 、 <U+5BF9> <U+94A2>管 <U+8FDB>行 100% 的 <U+8D28>量 <U+68C0>查 ， <使> <U+94A2>管 生<U+4EA7> 的 全<U+8FC7>程 均 在 有效 的 <U+68C0><U+6D4B> 、 <U+76D1>控 之下 ， 有效 地 保<U+8BC1> 了 <U+4EA7>品 <U+8D28>量 。","<U+5BF9> <U+94A2>管 <U+8FDB>行 100% 的 <U+8D28>量 <U+68C0>查",0,"<U+94A2>管 生<U+4EA7> 的 全<U+8FC7>程",0,"physical","TR","CHS","ASBC"
"236","使","<U+5B66>校 在 全 市 首家 <U+8FDB>行 了 面向 全体 <U+5B66>生 的 “ 成<U+957F> <U+89C4>划 ” 研究性 <U+5B66><U+4E60> <U+9879>目 ， 目的 在于 <使> <U+5B66>生 确立 人生 理想 ， 激<U+53D1> <U+5185><U+9A71>力 ， 增<U+5F3A> 其主 勤<U+594B> <U+5B66><U+4E60> 的 主<U+52A8>性 和 <U+79EF>极性 。","“ 成<U+957F> <U+89C4>划 ” 研究性 <U+5B66><U+4E60> <U+9879>目",0,"<U+5B66>生",1,"affective","TR","CHS","ASBC"
"237","使","2月 ， 加拿大 取消 投<U+8D44> 移民 <U+8BA1>划 的 同<U+65F6> ， 正式 <U+5C06> 申<U+8BF7> 去 加拿大 的 普通 <U+7B7E><U+8BC1> 改<U+4E3A> 10 年 多 次 往返 <U+7B7E><U+8BC1> ， <使> 其 移民 政策 更 聚焦 于 吸引 技能 人才 和 能<U+4E3A> 加拿大 <U+5E26><U+6765> <U+7A0E>收 和 <U+521B>新 <U+521B><U+4E1A> 的 人才 。","加拿大",1,"其 移民 政策",0,"volitional","TR","CHS","ASBC"
"238","使","多<U+4F26>多 人文 景<U+89C2> 一 文 由 <U+7B7E><U+8BC1> 在<U+7EBF> 整理 ， 目的 是 <使> <U+5E7F>大 出<U+56FD> 人<U+5458> 在 前往 加拿大 之前 能 了解 更 多 加拿大 的 相<U+5173> <U+8D44><U+8BAF> ， 以便 能 更 好 的 <U+5E94><U+5BF9> 异<U+56FD> 旅程 ， 希望 <U+8FD9> 篇 文章 能 <U+5BF9> 前往 加拿大 的 朋友 提供 一定 的 <U+53C2>考 价值 。","多<U+4F26>多 人文 景<U+89C2> 一 文",0,"<U+5E7F>大 出<U+56FD> 人<U+5458>",1,"affective","TR","CHS","ASBC"
"239","使","只有 做到 四方 平衡 ， 才 能 <使> 古 村 活化 走向 可持<U+7EED> <U+53D1>展 的 道路 。","四方 平衡",0,"古 村",0,"physical","TR","CHS","ASBC"
"240","使","最大 <U+7EFC>合 <U+533B>院 -- 三<U+519B> <U+603B><U+533B>院 的 最大 骨科 <U+4E13>科 中心 的 <U+5B66>科 <U+5E26><U+5934>人 ， <U+4E13>科 方向 主要 以 人工 <U+5173><U+8282> 置<U+6362> 、 <U+9888>椎病 及 脊柱<U+4FA7>凸 <U+77EB>形 的 治<U+7597> <U+4E3A>重 <U+70B9> ， 是 <U+56FD><U+5185> <U+533B>生 中 完成 上述 手<U+672F> 最 多 的 <U+533B>生 之一 ， <U+79EF>累 了 大量 <U+4E34>床 <U+7ECF><U+9A8C> ， <使> 大批 <U+6B8B>疾 患者 重返 工作 <U+5C97>位 。","<U+5E26><U+5934>人",1,"<U+6B8B>疾 患者",1,"inducive","TR","CHS","ASBC"
"241","使","和 <U+8230> 科技 与 <U+82CF>州 中科 建立 <U+6218>略 合作 ， <U+5C06> 提供 有效 的 商<U+4E1A> 及 技<U+672F> 解<U+51B3> 方案 ， <使> 初<U+521B> 公司 能 <U+987A>利 地 <U+4ECE> <U+8BBE><U+8BA1> 概念 到 芯片 生<U+4EA7> 取得 成功 。","和 <U+8230> 科技",0,"初<U+521B> 公司",0,"physical","TR","CHS","ASBC"
"242","使","<U+5185>分泌 的 改<U+53D8> ： 在 性激素 升高 、 孕酮 激素 升高 的 影<U+54CD> 下 ， <使> 牙<U+9F88> <U+7EC4><U+7EC7> 在 <U+8F7B>微 刺激 下 ， 引<U+53D1> 非特 异性 炎症 ， <U+5BFC>致 牙<U+9F88> 出血 、 <U+6E17>出 增多 、 牙<U+9F88> 增生 等 。","性激素 升高 、 孕酮 激素 升高",0,"牙<U+9F88> <U+7EC4><U+7EC7>",0,"physical","TR","CHS","ASBC"
"243","使","如 糖尿病 、 心血管 疾病 、 肝<U+80BE> 功能 异常 、 <U+80BF>瘤 等 的 致病 方式 通常 是 <使> 全身 的 免疫力 下降 ， <U+8FDB>而 <U+5BFC>致 <U+5BF9>于 局部 刺激 的 抵抗力 下降 ， <U+8BF1><U+53D1> 牙<U+9F88> 炎症 ； 凝血 系<U+7EDF> 障<U+788D> ； 血管 的 器<U+8D28>性 <U+53D8>化 、 血流 的 <U+52A8>力<U+5B66> 改<U+53D8> 等等 。","糖尿病 、 心血管 疾病 、 肝<U+80BE> 功能 异常 、 <U+80BF>瘤",0,"全身 的 免疫力",0,"physical","INTR","CHS","ASBC"
"244","使","但 <U+766B><U+75EB> <U+5C5E>于 一 种 慢性病 ， 是 由于 大<U+8111> 的 异常 放<U+7535> 而 <U+5BFC>致 的 <U+53D1>作 ， 需要 <U+957F>期 服用 抗<U+766B><U+75EB><U+836F> <U+6765> 控制 症<U+72B6> ， <U+7ECF><U+8FC7> 合理 耐心 的 治<U+7597> ， 有可能 <使> <U+766B><U+75EB> 不再 <U+53D1> 作了 ， <U+8111><U+7535><U+56FE> <U+766B><U+75EB> <U+6837> 放<U+7535> 可能 逐<U+6E10> 消失 ， <U+7ECF><U+8FC7> 一 段 <U+65F6><U+95F4> 才 能 在 <U+533B>生 的 指<U+5BFC> 下 慢慢 <U+51CF><U+836F> 、 停<U+836F> 。","合理 耐心 的 治<U+7597>",0,"<U+766B><U+75EB>",0,"physical","INTR","CHS","ASBC"
"245","使","而且 中<U+836F> <U+65E0> 任何 毒副作用 ， <U+5BF9> 身体 <U+6CA1>有 什么 <U+635F>害 ， 可 起到 <U+6807>本兼治 作用 <使> 其 得到 <U+5F7B>底 治愈 。","<U+6807>本兼治 作用",0,"其 (<U+766B><U+75EB>)",0,"physical","TR","CHS","ASBC"
"246","使","如果 <U+9600><U+95E8> <U+5F00><U+542F> 速度 <U+8FC7>快 ， 丙烷 <U+8C03><U+538B> <U+88C5>置 工作 部分 的 气体 因受 <U+7EDD><U+70ED> <U+538B><U+7F29> 而 <U+6E29>度 大大 提高 ， <U+8FD9><U+6837> 有 可能 <使> 有机 材料 制成 的 零件 如 橡<U+80F6> 填料 、 橡<U+80F6> 薄膜 <U+7EA4><U+7EF4><U+8D28> <U+886C><U+57AB> <U+7740>火 <U+70E7>坏 ， 并 可使 丙烷 <U+8C03><U+538B> <U+88C5>置 完全 <U+70E7>坏 。","气体 因受 <U+7EDD><U+70ED> <U+538B><U+7F29> 而 <U+6E29>度 大大 提高",0,"有机 材料 制成 的 零件",0,"physical","INTR","CHS","ASBC"
"247","使","古人 佩玉 不<U+4EC5> 在于 把玩 ， 佩玉 <U+8FD8> 能 <使> 人 的 行<U+4E3A> <U+4E3E>止 有 <U+8282>度 、 <U+663E> 高雅 。","佩玉",0,"人 的 行<U+4E3A> <U+4E3E>止",0,"physical","INTR","CHS","ASBC"
"248","使","相<U+7EA6> 首都 嘉<U+5BBE> <U+4F1A> ， 享 <U+7F24><U+7EB7> <U+793C>遇 ， <U+83B7> 尊<U+8D35> 体<U+9A8C> ， <U+8D62> 更 多 <U+79EF>分 酒店 <U+9884><U+8BA2> <U+4E13>家 24 小<U+65F6> <U+4E3A> 您 提供 快捷 服<U+52A1> ， <使> 您 的 <U+9884><U+8BA2> 全程 <U+65E0><U+5FE7> 首都 大酒店 全体 竭<U+8BDA> <U+4E3A> 您 服<U+52A1> ， 使 您 的 旅居 <U+8F7B>松 <U+60EC>意 、 感受 <U+6E29>馨 愉<U+60A6> 、 <U+8BB0><U+5FC6> 美好 <U+96BE>忘","酒店 <U+9884><U+8BA2> <U+4E13>家",0,"您 的 <U+9884><U+8BA2>",0,"physical","TR","CHS","ASBC"
"249","使","相<U+7EA6> 首都 嘉<U+5BBE> <U+4F1A> ， 享 <U+7F24><U+7EB7> <U+793C>遇 ， <U+83B7> 尊<U+8D35> 体<U+9A8C> ， <U+8D62> 更 多 <U+79EF>分 酒店 <U+9884><U+8BA2> <U+4E13>家 24 小<U+65F6> <U+4E3A> 您 提供 快捷 服<U+52A1> ， 使 您 的 <U+9884><U+8BA2> 全程 <U+65E0><U+5FE7> 首都 大酒店 全体 竭<U+8BDA> <U+4E3A> 您 服<U+52A1> ， <使> 您 的 旅居 <U+8F7B>松 <U+60EC>意 、 感受 <U+6E29>馨 愉<U+60A6> 、 <U+8BB0><U+5FC6> 美好 <U+96BE>忘","首都 大酒店",0,"您 的 旅居",0,"physical","TR","CHS","ASBC"
"250","使","公司 <U+5907>有 各 种 特制 <U+68C0><U+6D4B> <U+4EEA>器 ， 用以 <U+6D4B> 校<U+4E1C> 定 <U+4EA7>品 ， <使> 生<U+4EA7> 之 <U+4EA7>品 <U+8FBE>到 完美 的 境界 。","各 种 特制 <U+68C0><U+6D4B> <U+4EEA>器",0,"生<U+4EA7> 之 <U+4EA7>品",0,"physical","TR","CHS","ASBC"
"251","使","本 公司 <U+62E5>有 完整 <U+7F57><U+76D8> 制作 <U+56E2><U+961F> ， 大<U+5E08> 精心 <U+521B>作 之 <U+7F57> <U+7ECF><U+76D8> ， 由 本 公司 配合 制作 必定 <使> 大<U+5E08> <U+6EE1>意 欣喜 ， 尤其 本 公司 <U+5BF9> 大<U+5E08> 版<U+6743> 之 完全 保<U+62A4> ， 更 <U+8BA9> 大<U+5E08> <U+65E0> 后<U+987E>之<U+5FE7> 。","本 公司",1,"大<U+5E08>",1,"inducive","INTR","CHS","ASBC"
"252","使","消<U+8D39>者 通<U+8FC7> 网<U+7EDC> 、 <U+7535><U+89C6> 、 <U+90AE><U+8D2D> 等 方式 <U+8D2D><U+4E70> 商品 的 ， 除了 <U+5F00>包 <U+4F1A> <使> 商品 <U+8D28>量 <U+53D1>生 <U+53D8>化 ( 如 食品 ) 外 ， 大多<U+6570> 商品 <U+5F00>包 <U+8C03><U+8BD5> 并不 影<U+54CD> 其 <U+8D28>量 ， <U+51B5>且 如果 不 <U+5F00> 包 <U+8C03><U+8BD5> 、 <U+68C0>查 ， 消<U+8D39>者 <U+65E0>法 知道 <U+8BE5> 商品 是否 存在 <U+8D28>量 <U+95EE><U+9898> 。","<U+5F00>包",0,"商品 <U+8D28>量",0,"physical","INTR","CHS","ASBC"
"253","使","<U+4ECE> 本 案 看 ， 京<U+4E1C> 公司 作<U+4E3A> <U+9500>售 涉案 品牌 <U+7535><U+89C6> 的 <U+7ECF><U+8425>者 ， <U+8D1F>有 向 消<U+8D39>者 提供 有<U+5173> 商品 的 <U+8D28>量 、 性能 、 用途 、 售后 等 信息 的 <U+4E49><U+52A1> ， <U+5BF9> <U+8BE5> 商品 不得 作出 <U+865A>假 或 <使> 人 <U+8BEF>解 的 宣<U+4F20> 。","京<U+4E1C> 公司",1,"人",1,"inducive","INTR","CHS","ASBC"
"254","使","此外 <U+8FD8> 有 向里 收 得 很 <U+7D27> 的 后 保<U+9669>杠 ， <使> <U+8F66>尾 呈 蓄<U+52BF>待<U+53D1> 的 姿<U+6001> 。","向里 收 得 很 <U+7D27> 的 后 保<U+9669>杠",0,"<U+8F66>尾",0,"physical","INTR","CHS","ASBC"
"255","使","的 <U+53D1>展 中 <U+4EC5><U+4EC5> 是 管道 作用 ， <U+663E>然 <U+6CA1>有 取得 利<U+6DA6> 的 最大化 ， 在 <U+8FD9> 方面 ， 中 移<U+52A8> <U+65E0>疑 就 <U+806A>明 多 了 ， 事<U+5B9E>上 ， 中 移<U+52A8> 真的 不甘心 只 做 管道 的 ， 它 渴望 得到 更 多 的 <U+8BDD><U+8BED><U+6743> 和 掌控力 ， <U+8FD9> 也 是 <使> <U+4F17>多 的 免<U+8D39> WAP商 <U+5934>疼 的 地方 ， <U+6BD5>竟 <U+8D44>源 在 中 移<U+52A8> 手里 ， <U+4ECE> 某 种 程度 上 <U+8BB2> ， 中 移<U+52A8> 就 是 既 做 裁判<U+5458> ， 又 做 <U+8FD0><U+52A8><U+5458> ， <U+8FD9> 种 境<U+51B5> 恐怕 一<U+65F6> <U+96BE>以 扭<U+8F6C> 。","地方",0,"<U+4F17>多 的 免<U+8D39> WAP商",1,"affective","INTR","CHS","ASBC"
"256","使","TD <U+4E13>家 表示 ： “ 在 <U+8FD9> 5 年 中 ， 政府 不 <U+4F1A> 等待 ， 我<U+4EEC> <U+5C06> 用 5 年 <U+65F6><U+95F4> 建<U+8BBE> 一 <U+5F20> TD 全 <U+56FD> 精品 网 ， 把 <U+56FD><U+5185> GSM 、 CDMA 等 2G 用<U+6237> 全部 <U+8F6C>移 到 3G ， <使> 全 <U+56FD> 移<U+52A8> <U+7535><U+8BDD> 用<U+6237> <U+8FBE>到 8<U+4EBF> ， 普及率 <U+8FBE>到 60% 。 ”","我<U+4EEC>",1,"全 <U+56FD> 移<U+52A8> <U+7535><U+8BDD> 用<U+6237>",0,"volitional","INTR","CHS","ASBC"
"257","使","同<U+65F6> ， IDC 公司 <U+8D1F><U+8D23> 移<U+52A8> 市<U+573A> 的 分析<U+5E08> SeanRyan <U+79F0> ， “ 目前 ， 正是 由于 RIM 公司 黑莓 <U+4EA7>品 所<U+5904> 的 有利 地位 ， <使> 其成 <U+4F17>矢之的 。","RIM 公司 黑莓 <U+4EA7>品 所<U+5904> 的 有利 地位",0,"其",0,"physical","INTR","CHS","ASBC"
"258","使","<U+8FD9> 也 <使> 我<U+4EEC> 看到 苹果 推出 新版 iPod 的 一些 <U+53D8>化 。","<U+8FD9>",0,"我<U+4EEC>",1,"affective","TR","CHS","ASBC"
"259","使","<U+8F6F>管 成 弧<U+72B6> ， <使> 挖采 <U+88C5>置 可以 <U+4E3A> 避<U+5F00> 障<U+788D>物 而 偏离 海面 平台 的 航<U+8FF9> 。","<U+8F6F>管 成 弧<U+72B6>",0,"挖采 <U+88C5>置",0,"physical","TR","CHS","ASBC"
"260","使","一 种 猜想 是 ， 食 底泥 的 底栖生物 （ 多毛<U+7C7B> <U+73AF><U+8282> <U+52A8>物 或 益虫 ） 清除 <U+7ED3>核 上 最新 <U+79EF>聚 的 <U+9897>粒物 ， <U+5C06> 其 <U+629B> 在 <U+7ED3>核 旁<U+8FB9> ， 甚至 置于 <U+7ED3>核 之下 ， <U+4ECE>而 <使> <U+7ED3>核 不至 被 埋藏 。","食 底泥 的 底栖生物",1,"<U+7ED3>核",0,"volitional","INTR","CHS","ASBC"
"261","使","<U+8FD9> <U+4F1A> <使> <U+5E7F>告 <U+8D34>模 切 不 完全 。","<U+8FD9>",0,"<U+5E7F>告 <U+8D34>",0,"physical","INTR","CHS","ASBC"
"262","使","另 一 <U+4E2A> <U+5BFC>致 <U+5E7F>告 <U+8D34> 不 能 完全 模切 的 原因 是 聚氯乙烯 膜 ／ <U+538B>敏 <U+80F6>膜 的 向上 拱起 ， <使> 刀 只 模切 到 部分 <U+56FE>像 。","聚氯乙烯 膜 ／ <U+538B>敏 <U+80F6>膜 的 向上 拱起",0,"刀",0,"physical","TR","CHS","ASBC"
"263","使","<U+538B>敏<U+80F6> 与 底<U+7EB8> <U+95F4> 的 离型力 是 <U+65AD><U+5F00> “ <U+6865> ” 的 反作用力 ， 但 它<U+4EEC> 也 <U+4F1A> 在 模切 和 排<U+5E9F> <U+8FC7>程 中 <使> 聚氯乙烯 膜 <U+53D8>形 ， 甚至 出<U+73B0> <U+65E0>法 提起 的 情<U+51B5> 。","它<U+4EEC>",0,"聚氯乙烯 膜",0,"physical","INTR","CHS","ASBC"
"264","使","要 <U+83B7>得 <U+5F7B>底 的 <U+5265>离 ， <U+5F53>前 的 “ <U+6865> ” 必<U+987B> 被 <U+65AD><U+5F00> ， 以 保<U+8BC1> 切<U+5F00> 部件 能 停留 在 底 <U+7EB8>上 ， 并不 <U+4F1A> <使> 面材 <U+53D8>形 。","切<U+5F00> 部件 能 停留 在 底 <U+7EB8>上",0,"面材",0,"physical","INTR","CHS","ASBC"
"265","使","模切 故障 ， <U+8FD8> <U+4F1A> 因 <U+51CF>小 了 <U+5BF9>抗 排 <U+5E9F> 的 作用力 而 <U+5BFC>致 <U+65AD> 不<U+5F00> 搭<U+6865> ； 离 型力 <U+8FC7> 高 <U+4F1A> <U+5BFC>致 模切 不 能 移<U+52A8> ， 迫使 排 <U+5E9F><U+65F6> <U+53D1>生 膜 <U+53D8>形 ， <U+4ECE>而 <U+8FDB>一步 <U+5E26><U+6765> 排<U+5E9F> 故障 ， 如 模切 <U+8FB9><U+7F18> 再次 接触 或 <U+4E22>失 <U+5E9F><U+8FB9> <使> 模切 <U+65E0>效 。","模切 <U+8FB9><U+7F18> 再次 接触 或 <U+4E22>失 <U+5E9F><U+8FB9>",0,"模切",0,"physical","INTR","CHS","ASBC"
"266","使","因此 <U+8BF4> ， 利用 SCI 可以 <使> 我<U+4EEC> 清楚 地 了解 某 <U+9879> 研究 成果 的 <U+7EE7>承 与 <U+53D1>展 全貌 。","利用 SCI",0,"我<U+4EEC>",1,"affective","TR","CHS","ASBC"
"267","使","并且 <U+4E13><U+4E1A> 系<U+7EDF> 的 <U+8BFE>程 培<U+8BAD> 体系 也 <使> 加盟 品牌 中介 的 <U+521B><U+4E1A>者 更 好 地 提升 <U+95E8>店 的 管理 能力 ， <U+4ECE>而 也 提高 了 <U+95E8>店 抵御 各 <U+7C7B> <U+98CE><U+9669> 的 能力 。","<U+4E13><U+4E1A> 系<U+7EDF> 的 <U+8BFE>程 培<U+8BAD> 体系",0,"加盟 品牌 中介 的 <U+521B><U+4E1A>者",1,"affective","TR","CHS","ASBC"
